fund_id,trustee_id,trustee_en,trustee_zh,scheme_id,scheme_en,scheme_zh,fund_type_id,fund_type_en,fund_type_zh,fund_name_en,fund_name_zh,class,launch_date,scheme_key,fund_en_key,fund_zh_key,match_key,match_key_zh,scheme_zh_key,match_key_zhzh,master_match_method,master_matched_on,master_scheme,master_constituent_fund,master_mpf_trustee,master_fund_type,master_launch_date,master_fund_size_hkd_m,master_risk_class,master_latest_fund_expense_ratio,master_calendar_year_return_2025,master_calendar_year_return_2024,master_calendar_year_return_2023,master_calendar_year_return_2022,master_calendar_year_return_2021,master_scheme_tc,master_constituent_fund_tc,master_mpf_trustee_tc,master_fund_type_tc,master_scheme_sc,master_constituent_fund_sc,master_mpf_trustee_sc,master_fund_type_sc,master_fund_code,master_scheme_key,master_fund_en_key,master_fund_zh_key,master_match_key,master_match_key_zh,master_scheme_zh_key,master_match_key_zhzh,master_source_priority,master_match_priority,price_match_method,price_matched_on,price_source_file,price_snapshot_date,price_month_label,price_trustee_en,price_trustee_zh,price_scheme_en,price_scheme_zh,price_fund_en,price_fund_zh,price_price_hkd,price_bid_price_hkd,price_offer_price_hkd,price_notes_en,price_notes_zh,price_scheme_key,price_fund_en_key,price_fund_zh_key,price_match_key,price_match_key_zh,price_scheme_zh_key,price_match_key_zhzh,price_source_priority,price_match_priority
267,HSBC,HSBC,滙豐,HS,Hang Seng Mandatory Provident Fund - SuperTrust Plus,恒生強積金智選計劃,MIX_DIS_65,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,混合資產基金 - 預設投資策略-65歲後基金,Age 65 Plus Fund,65 歲後基金,,2009-10-08,hang seng mandatory provident fund - supertrust plus,age 65 plus fund,65歲後基金,hang seng mandatory provident fund - supertrust plus||age 65 plus fund,hang seng mandatory provident fund - supertrust plus||65歲後基金,恒生強積金智選計劃,恒生強積金智選計劃||65歲後基金,en_exact,scheme_en + fund_en,Hang Seng Mandatory Provident Fund - SuperTrust Plus,Age 65 Plus Fund,HSBC,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,2009-10-08,"2,158.65",4,0.77784,6.28,2.56,7.15,-13.21,1.39,恒生強積金智選計劃,65 歲後基金,HSBC,混合資產基金 - 預設投資策略-65歲後基金,恒生强积金智选计划,"65 岁后基金
",HSBC,混合资产基金 - 预设投资策略-65岁后基金,HSBC-HS-A6PFD,hang seng mandatory provident fund - supertrust plus,age 65 plus fund,65歲後基金,hang seng mandatory provident fund - supertrust plus||age 65 plus fund,hang seng mandatory provident fund - supertrust plus||65歲後基金,恒生強積金智選計劃,恒生強積金智選計劃||65歲後基金,1.0,1.0,en_exact,scheme_en + fund_en,consolidated_list_for_apr_26_read_only.xls,2026-04-30,April 2026,HSBC Provident Fund Trustee (Hong Kong) Limited,中國人壽信託有限公司,Hang Seng Mandatory Provident Fund – SuperTrust Plus,恒生強積金智選計劃,Age 65 Plus Fund,65歲後基金,14.2135,,,3a,"4a, 4d",hang seng mandatory provident fund - supertrust plus,age 65 plus fund,65歲後基金,hang seng mandatory provident fund - supertrust plus||age 65 plus fund,hang seng mandatory provident fund - supertrust plus||65歲後基金,恒生強積金智選計劃,恒生強積金智選計劃||65歲後基金,1.0,1.0
268,HSBC,HSBC,滙豐,HS,Hang Seng Mandatory Provident Fund - SuperTrust Plus,恒生強積金智選計劃,BOND_GLOB,Bond Fund - Global Bond Fund,債券基金 - 環球債券基金,Global Bond Fund,環球債券基金,,2009-10-08,hang seng mandatory provident fund - supertrust plus,global bond fund,環球債券基金,hang seng mandatory provident fund - supertrust plus||global bond fund,hang seng mandatory provident fund - supertrust plus||環球債券基金,恒生強積金智選計劃,恒生強積金智選計劃||環球債券基金,en_exact,scheme_en + fund_en,Hang Seng Mandatory Provident Fund - SuperTrust Plus,Global Bond Fund,HSBC,Bond Fund - Global Bond Fund,2009-10-08,"1,768.38",4,0.82206,5.68,-2.72,4.49,-15.49,-5.84,恒生強積金智選計劃,環球債券基金,HSBC,債券基金 - 環球債券基金,恒生强积金智选计划,"环球债券基金
",HSBC,债券基金 - 环球债券基金,HSBC-HS-GLBDFD,hang seng mandatory provident fund - supertrust plus,global bond fund,環球債券基金,hang seng mandatory provident fund - supertrust plus||global bond fund,hang seng mandatory provident fund - supertrust plus||環球債券基金,恒生強積金智選計劃,恒生強積金智選計劃||環球債券基金,1.0,1.0,en_exact,scheme_en + fund_en,consolidated_list_for_apr_26_read_only.xls,2026-04-30,April 2026,HSBC Provident Fund Trustee (Hong Kong) Limited,中國人壽信託有限公司,Hang Seng Mandatory Provident Fund – SuperTrust Plus,恒生強積金智選計劃,Global Bond Fund,環球債券基金,11.7396,,,3a,"4a, 4d",hang seng mandatory provident fund - supertrust plus,global bond fund,環球債券基金,hang seng mandatory provident fund - supertrust plus||global bond fund,hang seng mandatory provident fund - supertrust plus||環球債券基金,恒生強積金智選計劃,恒生強積金智選計劃||環球債券基金,1.0,1.0
269,HSBC,HSBC,滙豐,HS,Hang Seng Mandatory Provident Fund - SuperTrust Plus,恒生強積金智選計劃,EQ_GLOB,Equity Fund - Global Equity Fund,股票基金 - 環球股票基金,Global Equity Fund,環球股票基金,,2019-07-01,hang seng mandatory provident fund - supertrust plus,global equity fund,環球股票基金,hang seng mandatory provident fund - supertrust plus||global equity fund,hang seng mandatory provident fund - supertrust plus||環球股票基金,恒生強積金智選計劃,恒生強積金智選計劃||環球股票基金,en_exact,scheme_en + fund_en,Hang Seng Mandatory Provident Fund - SuperTrust Plus,Global Equity Fund,HSBC,Equity Fund - Global Equity Fund,2019-07-01,"1,841.24",5,0.81568,20.64,13.97,22.11,-17.28,21.63,恒生強積金智選計劃,環球股票基金,HSBC,股票基金 - 環球股票基金,恒生强积金智选计划,"环球股票基金
",HSBC,股票基金 - 环球股票基金,HSBC-HS-GLEQFD,hang seng mandatory provident fund - supertrust plus,global equity fund,環球股票基金,hang seng mandatory provident fund - supertrust plus||global equity fund,hang seng mandatory provident fund - supertrust plus||環球股票基金,恒生強積金智選計劃,恒生強積金智選計劃||環球股票基金,1.0,1.0,en_exact,scheme_en + fund_en,consolidated_list_for_apr_26_read_only.xls,2026-04-30,April 2026,HSBC Provident Fund Trustee (Hong Kong) Limited,中國人壽信託有限公司,Hang Seng Mandatory Provident Fund – SuperTrust Plus,恒生強積金智選計劃,Global Equity Fund,環球股票基金,32.6838,,,3a,"4a, 4d",hang seng mandatory provident fund - supertrust plus,global equity fund,環球股票基金,hang seng mandatory provident fund - supertrust plus||global equity fund,hang seng mandatory provident fund - supertrust plus||環球股票基金,恒生強積金智選計劃,恒生強積金智選計劃||環球股票基金,1.0,1.0
270,HSBC,HSBC,滙豐,HS,Hang Seng Mandatory Provident Fund - SuperTrust Plus,恒生強積金智選計劃,MIX_81_100,Mixed Assets Fund - 81% to 100% Equity,混合資產基金 - 81% 至 100% 股票,Growth Fund,保證基金,,2000-12-01,hang seng mandatory provident fund - supertrust plus,growth fund,保證基金,hang seng mandatory provident fund - supertrust plus||growth fund,hang seng mandatory provident fund - supertrust plus||保證基金,恒生強積金智選計劃,恒生強積金智選計劃||保證基金,en_exact,scheme_en + fund_en,Hang Seng Mandatory Provident Fund - SuperTrust Plus,Growth Fund,HSBC,Mixed Assets Fund - 81% to 100% Equity,2000-12-01,"10,790.86",5,1.53967,24.97,9.69,5.54,-14.92,2.93,恒生強積金智選計劃,增長基金,HSBC,混合資產基金 - 81% 至 100% 股票,恒生强积金智选计划,"增长基金
",HSBC,混合资产基金 - 81% to 100% 股票,HSBC-HS-GWFDDD,hang seng mandatory provident fund - supertrust plus,growth fund,增長基金,hang seng mandatory provident fund - supertrust plus||growth fund,hang seng mandatory provident fund - supertrust plus||增長基金,恒生強積金智選計劃,恒生強積金智選計劃||增長基金,1.0,1.0,en_exact,scheme_en + fund_en,consolidated_list_for_apr_26_read_only.xls,2026-04-30,April 2026,HSBC Provident Fund Trustee (Hong Kong) Limited,中國人壽信託有限公司,Hang Seng Mandatory Provident Fund – SuperTrust Plus,恒生強積金智選計劃,Growth Fund,增長基金,32.3449,,,3a,"4a, 4d",hang seng mandatory provident fund - supertrust plus,growth fund,增長基金,hang seng mandatory provident fund - supertrust plus||growth fund,hang seng mandatory provident fund - supertrust plus||增長基金,恒生強積金智選計劃,恒生強積金智選計劃||增長基金,1.0,1.0
271,HSBC,HSBC,滙豐,HS,Hang Seng Mandatory Provident Fund - SuperTrust Plus,恒生強積金智選計劃,GUAR,Guaranteed Fund,保證基金,Guaranteed Fund,保證基金,,2000-12-01,hang seng mandatory provident fund - supertrust plus,guaranteed fund,保證基金,hang seng mandatory provident fund - supertrust plus||guaranteed fund,hang seng mandatory provident fund - supertrust plus||保證基金,恒生強積金智選計劃,恒生強積金智選計劃||保證基金,en_exact,scheme_en + fund_en,Hang Seng Mandatory Provident Fund - SuperTrust Plus,Guaranteed Fund,HSBC,Guaranteed Fund,2000-12-01,"3,334.63",3,2.05155,4.30,2.61,2.15,-6.77,-2.78,恒生強積金智選計劃,保證基金,HSBC,保證基金,恒生强积金智选计划,"保证基金
",HSBC,保证基金,HSBC-HS-GUFDDD,hang seng mandatory provident fund - supertrust plus,guaranteed fund,保證基金,hang seng mandatory provident fund - supertrust plus||guaranteed fund,hang seng mandatory provident fund - supertrust plus||保證基金,恒生強積金智選計劃,恒生強積金智選計劃||保證基金,1.0,1.0,en_exact,scheme_en + fund_en,consolidated_list_for_apr_26_read_only.xls,2026-04-30,April 2026,HSBC Provident Fund Trustee (Hong Kong) Limited,中國人壽信託有限公司,Hang Seng Mandatory Provident Fund – SuperTrust Plus,恒生強積金智選計劃,Guaranteed Fund,保證基金,10.6653,,,3a,"4a, 4d",hang seng mandatory provident fund - supertrust plus,guaranteed fund,保證基金,hang seng mandatory provident fund - supertrust plus||guaranteed fund,hang seng mandatory provident fund - supertrust plus||保證基金,恒生強積金智選計劃,恒生強積金智選計劃||保證基金,1.0,1.0
272,HSBC,HSBC,滙豐,HS,Hang Seng Mandatory Provident Fund - SuperTrust Plus,恒生強積金智選計劃,EQ_HK,Equity Fund - Hong Kong Equity Fund,股票基金 - 香港股票基金,Hong Kong and Chinese Equity Fund,中港股票基金,,2000-12-01,hang seng mandatory provident fund - supertrust plus,hong kong and chinese equity fund,中港股票基金,hang seng mandatory provident fund - supertrust plus||hong kong and chinese equity fund,hang seng mandatory provident fund - supertrust plus||中港股票基金,恒生強積金智選計劃,恒生強積金智選計劃||中港股票基金,en_exact,scheme_en + fund_en,Hang Seng Mandatory Provident Fund - SuperTrust Plus,Hong Kong and Chinese Equity Fund,HSBC,Equity Fund - Hong Kong Equity Fund,2000-12-01,"5,582.36",6,1.48607,33.20,15.11,-14.46,-16.34,-14.49,恒生強積金智選計劃,中港股票基金,HSBC,股票基金 - 香港股票基金,恒生强积金智选计划,"中港股票基金
",HSBC,股票基金 - 香港股票基金,HSBC-HS-HKCFD,hang seng mandatory provident fund - supertrust plus,hong kong and chinese equity fund,中港股票基金,hang seng mandatory provident fund - supertrust plus||hong kong and chinese equity fund,hang seng mandatory provident fund - supertrust plus||中港股票基金,恒生強積金智選計劃,恒生強積金智選計劃||中港股票基金,1.0,1.0,en_exact,scheme_en + fund_en,consolidated_list_for_apr_26_read_only.xls,2026-04-30,April 2026,HSBC Provident Fund Trustee (Hong Kong) Limited,中國人壽信託有限公司,Hang Seng Mandatory Provident Fund – SuperTrust Plus,恒生強積金智選計劃,Hong Kong and Chinese Equity Fund,中港股票基金,27.4981,,,3a,"4a, 4d",hang seng mandatory provident fund - supertrust plus,hong kong and chinese equity fund,中港股票基金,hang seng mandatory provident fund - supertrust plus||hong kong and chinese equity fund,hang seng mandatory provident fund - supertrust plus||中港股票基金,恒生強積金智選計劃,恒生強積金智選計劃||中港股票基金,1.0,1.0
273,HSBC,HSBC,滙豐,HS,Hang Seng Mandatory Provident Fund - SuperTrust Plus,恒生強積金智選計劃,EQ_CHN,Equity Fund - China Equity Fund,股票基金 - 中國股票基金,Hang Seng China Enterprises Index Tracking Fund,恒生中國企業指數基金,,2019-07-01,hang seng mandatory provident fund - supertrust plus,hang seng china enterprises index tracking fund,恒生中國企業指數基金,hang seng mandatory provident fund - supertrust plus||hang seng china enterprises index tracking fund,hang seng mandatory provident fund - supertrust plus||恒生中國企業指數基金,恒生強積金智選計劃,恒生強積金智選計劃||恒生中國企業指數基金,en_exact,scheme_en + fund_en,Hang Seng Mandatory Provident Fund - SuperTrust Plus,Hang Seng China Enterprises Index Tracking Fund,HSBC,Equity Fund - China Equity Fund,2019-07-01,"1,482.71",6,0.88336,25.17,29.67,-11.71,-16.47,-21.99,恒生強積金智選計劃,恒生中國企業指數基金,HSBC,股票基金 - 中國股票基金,恒生强积金智选计划,"恒生中国企业指数基金
",HSBC,股票基金 - 中国股票基金,HSBC-HS-HSCFD,hang seng mandatory provident fund - supertrust plus,hang seng china enterprises index tracking fund,恒生中國企業指數基金,hang seng mandatory provident fund - supertrust plus||hang seng china enterprises index tracking fund,hang seng mandatory provident fund - supertrust plus||恒生中國企業指數基金,恒生強積金智選計劃,恒生強積金智選計劃||恒生中國企業指數基金,1.0,1.0,en_exact,scheme_en + fund_en,consolidated_list_for_apr_26_read_only.xls,2026-04-30,April 2026,HSBC Provident Fund Trustee (Hong Kong) Limited,中國人壽信託有限公司,Hang Seng Mandatory Provident Fund – SuperTrust Plus,恒生強積金智選計劃,Hang Seng China Enterprises Index Tracking Fund,恒生中國企業指數基金,9.0471,,,3a,"4a, 4d",hang seng mandatory provident fund - supertrust plus,hang seng china enterprises index tracking fund,恒生中國企業指數基金,hang seng mandatory provident fund - supertrust plus||hang seng china enterprises index tracking fund,hang seng mandatory provident fund - supertrust plus||恒生中國企業指數基金,恒生強積金智選計劃,恒生強積金智選計劃||恒生中國企業指數基金,1.0,1.0
274,HSBC,HSBC,滙豐,HS,Hang Seng Mandatory Provident Fund - SuperTrust Plus,恒生強積金智選計劃,EQ_HK_IDX,Equity Fund - Hong Kong Equity Fund (Index Tracking),股票基金 - 香港股票基金（追蹤指數）,Hang Seng Index Tracking Fund,恒指基金,,2000-12-01,hang seng mandatory provident fund - supertrust plus,hang seng index tracking fund,恒指基金,hang seng mandatory provident fund - supertrust plus||hang seng index tracking fund,hang seng mandatory provident fund - supertrust plus||恒指基金,恒生強積金智選計劃,恒生強積金智選計劃||恒指基金,en_exact,scheme_en + fund_en,Hang Seng Mandatory Provident Fund - SuperTrust Plus,Hang Seng Index Tracking Fund,HSBC,Equity Fund - Hong Kong Equity Fund (Index Tracking),2000-12-01,"14,306.22",6,0.78119,31.14,21.41,-11.29,-13.10,-12.59,恒生強積金智選計劃,恒指基金,HSBC,股票基金 - 香港股票基金（追蹤指數）,恒生强积金智选计划,"恒指基金
",HSBC,股票基金 - 香港股票基金（追踪指数）,HSBC-HS-HSIFD,hang seng mandatory provident fund - supertrust plus,hang seng index tracking fund,恒指基金,hang seng mandatory provident fund - supertrust plus||hang seng index tracking fund,hang seng mandatory provident fund - supertrust plus||恒指基金,恒生強積金智選計劃,恒生強積金智選計劃||恒指基金,1.0,1.0,en_exact,scheme_en + fund_en,consolidated_list_for_apr_26_read_only.xls,2026-04-30,April 2026,HSBC Provident Fund Trustee (Hong Kong) Limited,中國人壽信託有限公司,Hang Seng Mandatory Provident Fund – SuperTrust Plus,恒生強積金智選計劃,Hang Seng Index Tracking Fund,恒指基金,30.1004,,,3a,"4a, 4d",hang seng mandatory provident fund - supertrust plus,hang seng index tracking fund,恒指基金,hang seng mandatory provident fund - supertrust plus||hang seng index tracking fund,hang seng mandatory provident fund - supertrust plus||恒指基金,恒生強積金智選計劃,恒生強積金智選計劃||恒指基金,1.0,1.0
275,HSBC,HSBC,滙豐,HS,Hang Seng Mandatory Provident Fund - SuperTrust Plus,恒生強積金智選計劃,EQ_US,Equity Fund - United States Equity Fund,股票基金 - 美國股票基金,North American Equity Fund,北美股票基金,,2000-12-01,hang seng mandatory provident fund - supertrust plus,north american equity fund,北美股票基金,hang seng mandatory provident fund - supertrust plus||north american equity fund,hang seng mandatory provident fund - supertrust plus||北美股票基金,恒生強積金智選計劃,恒生強積金智選計劃||北美股票基金,en_exact,scheme_en + fund_en,Hang Seng Mandatory Provident Fund - SuperTrust Plus,North American Equity Fund,HSBC,Equity Fund - United States Equity Fund,2000-12-01,"6,614.69",5,1.31618,14.95,21.31,23.42,-19.04,26.42,恒生強積金智選計劃,北美股票基金,HSBC,股票基金 - 美國股票基金,恒生强积金智选计划,"北美股票基金
",HSBC,股票基金 - 美国股票基金,HSBC-HS-NAEFD,hang seng mandatory provident fund - supertrust plus,north american equity fund,北美股票基金,hang seng mandatory provident fund - supertrust plus||north american equity fund,hang seng mandatory provident fund - supertrust plus||北美股票基金,恒生強積金智選計劃,恒生強積金智選計劃||北美股票基金,1.0,1.0,en_exact,scheme_en + fund_en,consolidated_list_for_apr_26_read_only.xls,2026-04-30,April 2026,HSBC Provident Fund Trustee (Hong Kong) Limited,中國人壽信託有限公司,Hang Seng Mandatory Provident Fund – SuperTrust Plus,恒生強積金智選計劃,North American Equity Fund,北美股票基金,41.0917,,,3a,"4a, 4d",hang seng mandatory provident fund - supertrust plus,north american equity fund,北美股票基金,hang seng mandatory provident fund - supertrust plus||north american equity fund,hang seng mandatory provident fund - supertrust plus||北美股票基金,恒生強積金智選計劃,恒生強積金智選計劃||北美股票基金,1.0,1.0
276,HSBC,HSBC,滙豐,HS,Hang Seng Mandatory Provident Fund - SuperTrust Plus,恒生強積金智選計劃,MIX_21_40,Mixed Assets Fund - 21% to 40% Equity,混合資產基金 - 21% 至 40% 股票,Stable Fund,平穩基金,,2009-10-08,hang seng mandatory provident fund - supertrust plus,stable fund,平穩基金,hang seng mandatory provident fund - supertrust plus||stable fund,hang seng mandatory provident fund - supertrust plus||平穩基金,恒生強積金智選計劃,恒生強積金智選計劃||平穩基金,en_exact,scheme_en + fund_en,Hang Seng Mandatory Provident Fund - SuperTrust Plus,Stable Fund,HSBC,Mixed Assets Fund - 21% to 40% Equity,2009-10-08,"1,500.22",4,1.32889,11.08,1.57,4.32,-14.03,-2.60,恒生強積金智選計劃,平穩基金,HSBC,混合資產基金 - 21% 至 40% 股票,恒生强积金智选计划,"平稳基金
",HSBC,混合资产基金 - 21% to 40% 股票,HSBC-HS-STFDDD,hang seng mandatory provident fund - supertrust plus,stable fund,平穩基金,hang seng mandatory provident fund - supertrust plus||stable fund,hang seng mandatory provident fund - supertrust plus||平穩基金,恒生強積金智選計劃,恒生強積金智選計劃||平穩基金,1.0,1.0,en_exact,scheme_en + fund_en,consolidated_list_for_apr_26_read_only.xls,2026-04-30,April 2026,HSBC Provident Fund Trustee (Hong Kong) Limited,中國人壽信託有限公司,Hang Seng Mandatory Provident Fund – SuperTrust Plus,恒生強積金智選計劃,Stable Fund,平穩基金,13.9542,,,3a,"4a, 4d",hang seng mandatory provident fund - supertrust plus,stable fund,平穩基金,hang seng mandatory provident fund - supertrust plus||stable fund,hang seng mandatory provident fund - supertrust plus||平穩基金,恒生強積金智選計劃,恒生強積金智選計劃||平穩基金,1.0,1.0
277,HSBC,HSBC,滙豐,HS,Hang Seng Mandatory Provident Fund - SuperTrust Plus,恒生強積金智選計劃,MIX_DIS_CAF,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,混合資產基金 - 預設投資策略-核心累積基金,Core Accumulation Fund,核心累積基金,,2000-12-01,hang seng mandatory provident fund - supertrust plus,core accumulation fund,核心累積基金,hang seng mandatory provident fund - supertrust plus||core accumulation fund,hang seng mandatory provident fund - supertrust plus||核心累積基金,恒生強積金智選計劃,恒生強積金智選計劃||核心累積基金,en_exact,scheme_en + fund_en,Hang Seng Mandatory Provident Fund - SuperTrust Plus,Core Accumulation Fund,HSBC,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,2000-12-01,"7,432.01",4,0.77620,14.05,7.92,14.29,-14.53,11.28,恒生強積金智選計劃,核心累積基金,HSBC,混合資產基金 - 預設投資策略-核心累積基金,恒生强积金智选计划,"核心累积基金
",HSBC,混合资产基金 - 预设投资策略-核心累积基金,HSBC-HS-CRACFD,hang seng mandatory provident fund - supertrust plus,core accumulation fund,核心累積基金,hang seng mandatory provident fund - supertrust plus||core accumulation fund,hang seng mandatory provident fund - supertrust plus||核心累積基金,恒生強積金智選計劃,恒生強積金智選計劃||核心累積基金,1.0,1.0,en_exact,scheme_en + fund_en,consolidated_list_for_apr_26_read_only.xls,2026-04-30,April 2026,HSBC Provident Fund Trustee (Hong Kong) Limited,中國人壽信託有限公司,Hang Seng Mandatory Provident Fund – SuperTrust Plus,恒生強積金智選計劃,Core Accumulation Fund,核心累積基金,30.8583,,,3a,"4a, 4d",hang seng mandatory provident fund - supertrust plus,core accumulation fund,核心累積基金,hang seng mandatory provident fund - supertrust plus||core accumulation fund,hang seng mandatory provident fund - supertrust plus||核心累積基金,恒生強積金智選計劃,恒生強積金智選計劃||核心累積基金,1.0,1.0
278,HSBC,HSBC,滙豐,HS,Hang Seng Mandatory Provident Fund - SuperTrust Plus,恒生強積金智選計劃,EQ_ASIA,Equity Fund - Asia Equity Fund,股票基金 - 亞洲股票基金,ValueChoice Asia Pacific Equity Tracker Fund,智優逸亞太股票追蹤指數基金,,2019-07-01,hang seng mandatory provident fund - supertrust plus,valuechoice asia pacific equity tracker fund,智優逸亞太股票追蹤指數基金,hang seng mandatory provident fund - supertrust plus||valuechoice asia pacific equity tracker fund,hang seng mandatory provident fund - supertrust plus||智優逸亞太股票追蹤指數基金,恒生強積金智選計劃,恒生強積金智選計劃||智優逸亞太股票追蹤指數基金,en_exact,scheme_en + fund_en,Hang Seng Mandatory Provident Fund - SuperTrust Plus,ValueChoice Asia Pacific Equity Tracker Fund,HSBC,Equity Fund - Asia Equity Fund,2019-07-01,"1,336.71",5,0.87194,28.58,10.50,5.80,-16.54,-0.48,恒生強積金智選計劃,智優逸亞太股票追蹤指數基金,HSBC,股票基金 - 亞洲股票基金,恒生强积金智选计划,"智优逸亚太股票追踪指数基金
",HSBC,股票基金 - 亚洲股票基金,HSBC-HS-VAPFD,hang seng mandatory provident fund - supertrust plus,valuechoice asia pacific equity tracker fund,智優逸亞太股票追蹤指數基金,hang seng mandatory provident fund - supertrust plus||valuechoice asia pacific equity tracker fund,hang seng mandatory provident fund - supertrust plus||智優逸亞太股票追蹤指數基金,恒生強積金智選計劃,恒生強積金智選計劃||智優逸亞太股票追蹤指數基金,1.0,1.0,en_exact,scheme_en + fund_en,consolidated_list_for_apr_26_read_only.xls,2026-04-30,April 2026,HSBC Provident Fund Trustee (Hong Kong) Limited,中國人壽信託有限公司,Hang Seng Mandatory Provident Fund – SuperTrust Plus,恒生強積金智選計劃,ValueChoice Asia Pacific Equity Tracker Fund,智優逸亞太股票追蹤指數基金,20.5831,,,3a,"4a, 4d",hang seng mandatory provident fund - supertrust plus,valuechoice asia pacific equity tracker fund,智優逸亞太股票追蹤指數基金,hang seng mandatory provident fund - supertrust plus||valuechoice asia pacific equity tracker fund,hang seng mandatory provident fund - supertrust plus||智優逸亞太股票追蹤指數基金,恒生強積金智選計劃,恒生強積金智選計劃||智優逸亞太股票追蹤指數基金,1.0,1.0
279,HSBC,HSBC,滙豐,HS,Hang Seng Mandatory Provident Fund - SuperTrust Plus,恒生強積金智選計劃,MIX_61_80,Mixed Assets Fund - 61% to 80% Equity,混合資產基金 - 61% 至 80% 股票,ValueChoice Balanced Fund,智優逸均衡基金,,2019-07-01,hang seng mandatory provident fund - supertrust plus,valuechoice balanced fund,智優逸均衡基金,hang seng mandatory provident fund - supertrust plus||valuechoice balanced fund,hang seng mandatory provident fund - supertrust plus||智優逸均衡基金,恒生強積金智選計劃,恒生強積金智選計劃||智優逸均衡基金,en_exact,scheme_en + fund_en,Hang Seng Mandatory Provident Fund - SuperTrust Plus,ValueChoice Balanced Fund,HSBC,Mixed Assets Fund - 61% to 80% Equity,2019-07-01,464.29,4,0.90872,21.13,8.32,6.89,-15.16,1.11,恒生強積金智選計劃,智優逸均衡基金,HSBC,混合資產基金 - 61% 至 80% 股票,恒生强积金智选计划,"智优逸均衡基金
",HSBC,混合资产基金 - 61% to 80% 股票,HSBC-HS-VCBLFD,hang seng mandatory provident fund - supertrust plus,valuechoice balanced fund,智優逸均衡基金,hang seng mandatory provident fund - supertrust plus||valuechoice balanced fund,hang seng mandatory provident fund - supertrust plus||智優逸均衡基金,恒生強積金智選計劃,恒生強積金智選計劃||智優逸均衡基金,1.0,1.0,en_exact,scheme_en + fund_en,consolidated_list_for_apr_26_read_only.xls,2026-04-30,April 2026,HSBC Provident Fund Trustee (Hong Kong) Limited,中國人壽信託有限公司,Hang Seng Mandatory Provident Fund – SuperTrust Plus,恒生強積金智選計劃,ValueChoice Balanced Fund,智優逸均衡基金,20.4515,,,3a,"4a, 4d",hang seng mandatory provident fund - supertrust plus,valuechoice balanced fund,智優逸均衡基金,hang seng mandatory provident fund - supertrust plus||valuechoice balanced fund,hang seng mandatory provident fund - supertrust plus||智優逸均衡基金,恒生強積金智選計劃,恒生強積金智選計劃||智優逸均衡基金,1.0,1.0
280,HSBC,HSBC,滙豐,HS,Hang Seng Mandatory Provident Fund - SuperTrust Plus,恒生強積金智選計劃,EQ_EUR,Equity Fund - Europe Equity Fund,股票基金 - 歐洲股票基金,ValueChoice Europe Equity Tracker Fund,智優逸歐洲股票追蹤指數基金,,2019-07-01,hang seng mandatory provident fund - supertrust plus,valuechoice europe equity tracker fund,智優逸歐洲股票追蹤指數基金,hang seng mandatory provident fund - supertrust plus||valuechoice europe equity tracker fund,hang seng mandatory provident fund - supertrust plus||智優逸歐洲股票追蹤指數基金,恒生強積金智選計劃,恒生強積金智選計劃||智優逸歐洲股票追蹤指數基金,en_exact,scheme_en + fund_en,Hang Seng Mandatory Provident Fund - SuperTrust Plus,ValueChoice Europe Equity Tracker Fund,HSBC,Equity Fund - Europe Equity Fund,2019-07-01,882.72,5,0.85430,29.39,3.28,17.59,-13.68,17.44,恒生強積金智選計劃,智優逸歐洲股票追蹤指數基金,HSBC,股票基金 - 歐洲股票基金,恒生强积金智选计划,"智优逸欧洲股票追踪指数基金
",HSBC,股票基金 - 欧洲股票基金,HSBC-HS-VEEFD,hang seng mandatory provident fund - supertrust plus,valuechoice europe equity tracker fund,智優逸歐洲股票追蹤指數基金,hang seng mandatory provident fund - supertrust plus||valuechoice europe equity tracker fund,hang seng mandatory provident fund - supertrust plus||智優逸歐洲股票追蹤指數基金,恒生強積金智選計劃,恒生強積金智選計劃||智優逸歐洲股票追蹤指數基金,1.0,1.0,en_exact,scheme_en + fund_en,consolidated_list_for_apr_26_read_only.xls,2026-04-30,April 2026,HSBC Provident Fund Trustee (Hong Kong) Limited,中國人壽信託有限公司,Hang Seng Mandatory Provident Fund – SuperTrust Plus,恒生強積金智選計劃,ValueChoice Europe Equity Tracker Fund,智優逸歐洲股票追蹤指數基金,25.5217,,,3a,"4a, 4d",hang seng mandatory provident fund - supertrust plus,valuechoice europe equity tracker fund,智優逸歐洲股票追蹤指數基金,hang seng mandatory provident fund - supertrust plus||valuechoice europe equity tracker fund,hang seng mandatory provident fund - supertrust plus||智優逸歐洲股票追蹤指數基金,恒生強積金智選計劃,恒生強積金智選計劃||智優逸歐洲股票追蹤指數基金,1.0,1.0
