fund_id,trustee_id,trustee_en,trustee_zh,scheme_id,scheme_en,scheme_zh,fund_type_id,fund_type_en,fund_type_zh,fund_name_en,fund_name_zh,class,launch_date,fund_code,fund_size_hkd_m,risk_class,latest_fund_expense_ratio,calendar_year_return_2025,calendar_year_return_2024,calendar_year_return_2023,calendar_year_return_2022,calendar_year_return_2021,master_match_method,master_matched_on,snapshot_date,month_label,price_hkd,bid_price_hkd,offer_price_hkd,notes_en,notes_zh,source_file,price_match_method,price_matched_on
222,HSBC,HSBC,滙豐,ST,HSBC Mandatory Provident Fund - SuperTrust Plus,滙豐強積金智選計劃,EQ_US,Equity Fund - United States Equity Fund,股票基金 - 美國股票基金,ValueChoice North America Equity Tracker Fund,智優逸北美股票追蹤指數基金,,2019-07-01,HSBC-ST-VNAFD,"18,637.06",5,0.81844,16.57,22.40,24.33,-19.81,27.11,en_exact,scheme_en + fund_en,2026-04-30,April 2026,55.2667,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
261,HSBC,HSBC,滙豐,HS,Hang Seng Mandatory Provident Fund - SuperTrust Plus,恒生強積金智選計劃,MIX_DIS_65,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,混合資產基金 - 預設投資策略-65歲後基金,Age 65 Plus Fund,65 歲後基金,,2009-10-08,HSBC-HS-A6PFD,"2,158.65",4,0.77784,6.28,2.56,7.15,-13.21,1.39,en_exact,scheme_en + fund_en,2026-04-30,April 2026,14.2135,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
260,HSBC,HSBC,滙豐,HS,Hang Seng Mandatory Provident Fund - SuperTrust Plus,恒生強積金智選計劃,EQ_ASIA,Equity Fund - Asia Equity Fund,股票基金 - 亞洲股票基金,Asia Pacific Equity Fund,亞太股票基金,,2000-12-01,HSBC-HS-APEFD,"4,950.79",5,1.49646,23.43,8.43,-1.28,-25.41,-0.49,en_exact,scheme_en + fund_en,2026-04-30,April 2026,42.2937,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
262,HSBC,HSBC,滙豐,HS,Hang Seng Mandatory Provident Fund - SuperTrust Plus,恒生強積金智選計劃,MIX_61_80,Mixed Assets Fund - 61% to 80% Equity,混合資產基金 - 61% 至 80% 股票,Balanced Fund,均衡基金,,2000-12-01,HSBC-HS-BLFDDD,"6,701.35",4,1.43436,20.43,7.16,5.51,-14.08,1.21,en_exact,scheme_en + fund_en,2026-04-30,April 2026,28.8517,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
264,HSBC,HSBC,滙豐,HS,Hang Seng Mandatory Provident Fund - SuperTrust Plus,恒生強積金智選計劃,EQ_CHN,Equity Fund - China Equity Fund,股票基金 - 中國股票基金,Chinese Equity Fund,中國股票基金,,2009-10-08,HSBC-HS-CHEQFD,"3,938.20",6,1.49390,30.43,15.75,-18.15,-25.60,-18.24,en_exact,scheme_en + fund_en,2026-04-30,April 2026,16.5536,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
263,HSBC,HSBC,滙豐,HS,Hang Seng Mandatory Provident Fund - SuperTrust Plus,恒生強積金智選計劃,MIX_DIS_CAF,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,混合資產基金 - 預設投資策略-核心累積基金,Core Accumulation Fund,核心累積基金,,2000-12-01,HSBC-HS-CRACFD,"7,432.01",4,0.77620,14.05,7.92,14.29,-14.53,11.28,en_exact,scheme_en + fund_en,2026-04-30,April 2026,30.8583,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
266,HSBC,HSBC,滙豐,HS,Hang Seng Mandatory Provident Fund - SuperTrust Plus,恒生強積金智選計劃,EQ_EUR,Equity Fund - Europe Equity Fund,股票基金 - 歐洲股票基金,European Equity Fund,歐洲股票基金,,2000-12-01,HSBC-HS-EUEQFD,"1,729.93",5,1.33251,30.89,-1.57,17.89,-14.76,15.84,en_exact,scheme_en + fund_en,2026-04-30,April 2026,21.9426,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
268,HSBC,HSBC,滙豐,HS,Hang Seng Mandatory Provident Fund - SuperTrust Plus,恒生強積金智選計劃,BOND_GLOB,Bond Fund - Global Bond Fund,債券基金 - 環球債券基金,Global Bond Fund,環球債券基金,,2009-10-08,HSBC-HS-GLBDFD,"1,768.38",4,0.82206,5.68,-2.72,4.49,-15.49,-5.84,en_exact,scheme_en + fund_en,2026-04-30,April 2026,11.7396,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
269,HSBC,HSBC,滙豐,HS,Hang Seng Mandatory Provident Fund - SuperTrust Plus,恒生強積金智選計劃,EQ_GLOB,Equity Fund - Global Equity Fund,股票基金 - 環球股票基金,Global Equity Fund,環球股票基金,,2019-07-01,HSBC-HS-GLEQFD,"1,841.24",5,0.81568,20.64,13.97,22.11,-17.28,21.63,en_exact,scheme_en + fund_en,2026-04-30,April 2026,32.6838,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
270,HSBC,HSBC,滙豐,HS,Hang Seng Mandatory Provident Fund - SuperTrust Plus,恒生強積金智選計劃,MIX_81_100,Mixed Assets Fund - 81% to 100% Equity,混合資產基金 - 81% 至 100% 股票,Growth Fund,保證基金,,2000-12-01,HSBC-HS-GWFDDD,"10,790.86",5,1.53967,24.97,9.69,5.54,-14.92,2.93,en_exact,scheme_en + fund_en,2026-04-30,April 2026,32.3449,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
271,HSBC,HSBC,滙豐,HS,Hang Seng Mandatory Provident Fund - SuperTrust Plus,恒生強積金智選計劃,GUAR,Guaranteed Fund,保證基金,Guaranteed Fund,保證基金,,2000-12-01,HSBC-HS-GUFDDD,"3,334.63",3,2.05155,4.30,2.61,2.15,-6.77,-2.78,en_exact,scheme_en + fund_en,2026-04-30,April 2026,10.6653,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
273,HSBC,HSBC,滙豐,HS,Hang Seng Mandatory Provident Fund - SuperTrust Plus,恒生強積金智選計劃,EQ_CHN,Equity Fund - China Equity Fund,股票基金 - 中國股票基金,Hang Seng China Enterprises Index Tracking Fund,恒生中國企業指數基金,,2019-07-01,HSBC-HS-HSCFD,"1,482.71",6,0.88336,25.17,29.67,-11.71,-16.47,-21.99,en_exact,scheme_en + fund_en,2026-04-30,April 2026,9.0471,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
274,HSBC,HSBC,滙豐,HS,Hang Seng Mandatory Provident Fund - SuperTrust Plus,恒生強積金智選計劃,EQ_HK_IDX,Equity Fund - Hong Kong Equity Fund (Index Tracking),股票基金 - 香港股票基金（追蹤指數）,Hang Seng Index Tracking Fund,恒指基金,,2000-12-01,HSBC-HS-HSIFD,"14,306.22",6,0.78119,31.14,21.41,-11.29,-13.10,-12.59,en_exact,scheme_en + fund_en,2026-04-30,April 2026,30.1004,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
272,HSBC,HSBC,滙豐,HS,Hang Seng Mandatory Provident Fund - SuperTrust Plus,恒生強積金智選計劃,EQ_HK,Equity Fund - Hong Kong Equity Fund,股票基金 - 香港股票基金,Hong Kong and Chinese Equity Fund,中港股票基金,,2000-12-01,HSBC-HS-HKCFD,"5,582.36",6,1.48607,33.20,15.11,-14.46,-16.34,-14.49,en_exact,scheme_en + fund_en,2026-04-30,April 2026,27.4981,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
265,HSBC,HSBC,滙豐,HS,Hang Seng Mandatory Provident Fund - SuperTrust Plus,恒生強積金智選計劃,MM_MPFCON,Money Market Fund - MPF Conservative Fund,貨幣市場基金 - 強積金保守基金,MPF Conservative Fund,強積金保守基金,,2000-12-01,HSBC-HS-CVFDDD,"13,588.48",1,0.76782,2.38,3.81,3.72,0.39,0.00,en_exact,scheme_en + fund_en,2026-04-30,April 2026,14.3124,,,"3a, 4a",4d,consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
275,HSBC,HSBC,滙豐,HS,Hang Seng Mandatory Provident Fund - SuperTrust Plus,恒生強積金智選計劃,EQ_US,Equity Fund - United States Equity Fund,股票基金 - 美國股票基金,North American Equity Fund,北美股票基金,,2000-12-01,HSBC-HS-NAEFD,"6,614.69",5,1.31618,14.95,21.31,23.42,-19.04,26.42,en_exact,scheme_en + fund_en,2026-04-30,April 2026,41.0917,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
276,HSBC,HSBC,滙豐,HS,Hang Seng Mandatory Provident Fund - SuperTrust Plus,恒生強積金智選計劃,MIX_21_40,Mixed Assets Fund - 21% to 40% Equity,混合資產基金 - 21% 至 40% 股票,Stable Fund,平穩基金,,2009-10-08,HSBC-HS-STFDDD,"1,500.22",4,1.32889,11.08,1.57,4.32,-14.03,-2.60,en_exact,scheme_en + fund_en,2026-04-30,April 2026,13.9542,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
278,HSBC,HSBC,滙豐,HS,Hang Seng Mandatory Provident Fund - SuperTrust Plus,恒生強積金智選計劃,EQ_ASIA,Equity Fund - Asia Equity Fund,股票基金 - 亞洲股票基金,ValueChoice Asia Pacific Equity Tracker Fund,智優逸亞太股票追蹤指數基金,,2019-07-01,HSBC-HS-VAPFD,"1,336.71",5,0.87194,28.58,10.50,5.80,-16.54,-0.48,en_exact,scheme_en + fund_en,2026-04-30,April 2026,20.5831,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
279,HSBC,HSBC,滙豐,HS,Hang Seng Mandatory Provident Fund - SuperTrust Plus,恒生強積金智選計劃,MIX_61_80,Mixed Assets Fund - 61% to 80% Equity,混合資產基金 - 61% 至 80% 股票,ValueChoice Balanced Fund,智優逸均衡基金,,2019-07-01,HSBC-HS-VCBLFD,464.29,4,0.90872,21.13,8.32,6.89,-15.16,1.11,en_exact,scheme_en + fund_en,2026-04-30,April 2026,20.4515,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
280,HSBC,HSBC,滙豐,HS,Hang Seng Mandatory Provident Fund - SuperTrust Plus,恒生強積金智選計劃,EQ_EUR,Equity Fund - Europe Equity Fund,股票基金 - 歐洲股票基金,ValueChoice Europe Equity Tracker Fund,智優逸歐洲股票追蹤指數基金,,2019-07-01,HSBC-HS-VEEFD,882.72,5,0.85430,29.39,3.28,17.59,-13.68,17.44,en_exact,scheme_en + fund_en,2026-04-30,April 2026,25.5217,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
281,HSBC,HSBC,滙豐,HS,Hang Seng Mandatory Provident Fund - SuperTrust Plus,恒生強積金智選計劃,EQ_US,Equity Fund - United States Equity Fund,股票基金 - 美國股票基金,ValueChoice US Equity Fund,智優逸北美股票追蹤指數基金,,2019-07-01,HSBC-HS-VNAFD,"4,649.70",5,0.81885,16.57,22.40,24.33,-19.81,27.11,scheme_en_plus_fund_zh,scheme_en + fund_zh,2026-04-30,April 2026,55.2665,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,scheme_en_plus_fund_zh,scheme_en + fund_zh
1101,YFLI,YF Life,萬通,MS,MASS Mandatory Provident Fund Scheme,萬全強制性公積金計劃,MIX_DIS_65,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,混合資產基金 - 預設投資策略-65歲後基金,Age 65 Plus Fund,65 歲後基金,,2017-04-01,YFLI-MS-A6PFD,158.19,3,0.80245,7.09,3.83,8.36,-15.16,0.65,en_exact,scheme_en + fund_en,2026-04-30,April 2026,12.5957,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
1102,YFLI,YF Life,萬通,MS,MASS Mandatory Provident Fund Scheme,萬全強制性公積金計劃,BOND_ASIA,Bond Fund - Asia Bond Fund,債券基金 - 亞洲債券基金,Asian Bond Fund,亞洲債券基金,,2003-03-17,YFLI-MS-ASBDFD,319.06,4,1.49583,7.16,1.95,6.55,-13.47,-1.49,en_exact,scheme_en + fund_en,2026-04-30,April 2026,28.2178,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
1103,YFLI,YF Life,萬通,MS,MASS Mandatory Provident Fund Scheme,萬全強制性公積金計劃,EQ_ASIA,Equity Fund - Asia Equity Fund,股票基金 - 亞洲股票基金,Asian Pacific Equity Fund,亞太股票基金,,2007-03-19,YFLI-MS-APEFD,394.39,5,1.54849,30.27,10.38,4.04,-20.89,-3.90,en_exact,scheme_en + fund_en,2026-04-30,April 2026,23.0636,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
1104,YFLI,YF Life,萬通,MS,MASS Mandatory Provident Fund Scheme,萬全強制性公積金計劃,MIX_DIS_CAF,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,混合資產基金 - 預設投資策略-核心累積基金,Core Accumulation Fund,核心累積基金,,2017-04-01,YFLI-MS-CRACFD,486.06,4,0.79883,15.82,11.09,16.07,-16.56,9.99,en_exact,scheme_en + fund_en,2026-04-30,April 2026,19.0263,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
1105,YFLI,YF Life,萬通,MS,MASS Mandatory Provident Fund Scheme,萬全強制性公積金計劃,EQ_EUR,Equity Fund - Europe Equity Fund,股票基金 - 歐洲股票基金,European Equity Fund,歐洲股票基金,,2007-03-19,YFLI-MS-EUEQFD,158.81,5,1.49470,30.13,4.15,20.83,-11.19,4.89,en_exact,scheme_en + fund_en,2026-04-30,April 2026,18.0809,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
1106,YFLI,YF Life,萬通,MS,MASS Mandatory Provident Fund Scheme,萬全強制性公積金計劃,BOND_GLOB,Bond Fund - Global Bond Fund,債券基金 - 環球債券基金,Global Bond Fund,環球債券基金,,2003-03-17,YFLI-MS-GLBDFD,169.47,4,1.40505,7.14,-3.88,4.35,-13.57,-4.24,en_exact,scheme_en + fund_en,2026-04-30,April 2026,12.4566,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
1107,YFLI,YF Life,萬通,MS,MASS Mandatory Provident Fund Scheme,萬全強制性公積金計劃,EQ_GLOB,Equity Fund - Global Equity Fund,股票基金 - 環球股票基金,Global Equity Fund,環球證券基金,,2003-03-17,YFLI-MS-GLEQFD,374.78,5,1.46915,19.98,15.15,22.03,-22.96,21.78,en_exact,scheme_en + fund_en,2026-04-30,April 2026,52.1094,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
1108,YFLI,YF Life,萬通,MS,MASS Mandatory Provident Fund Scheme,萬全強制性公積金計劃,MIX_61_80,Mixed Assets Fund - 61% to 80% Equity,混合資產基金 - 61% 至 80% 股票,Global Growth Fund,環球增值基金,,2000-12-01,YFLI-MS-GLGWFD,517.01,4,1.42100,21.03,7.82,4.86,-15.99,1.78,en_exact,scheme_en + fund_en,2026-04-30,April 2026,33.1735,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
1109,YFLI,YF Life,萬通,MS,MASS Mandatory Provident Fund Scheme,萬全強制性公積金計劃,MIX_41_60,Mixed Assets Fund - 41% to 60% Equity,混合資產基金 - 41% 至 60% 股票,Global Stable Fund,環球均衡基金,,2000-12-01,YFLI-MS-GLSTFD,299.58,4,1.42291,16.49,4.97,4.61,-15.72,-0.11,en_exact,scheme_en + fund_en,2026-04-30,April 2026,26.8634,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
1110,YFLI,YF Life,萬通,MS,MASS Mandatory Provident Fund Scheme,萬全強制性公積金計劃,EQ_GCHNA,Equity Fund - Greater China Equity Fund,股票基金 - 大中華股票基金,Greater China Equity Fund,大中華股票基金,,2011-05-01,YFLI-MS-GCEFD,779.12,6,1.40858,34.25,12.78,-9.82,-29.01,-7.00,en_exact,scheme_en + fund_en,2026-04-30,April 2026,25.627,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
1111,YFLI,YF Life,萬通,MS,MASS Mandatory Provident Fund Scheme,萬全強制性公積金計劃,GUAR,Guaranteed Fund,保證基金,Guaranteed Fund,保證基金,,2006-01-20,YFLI-MS-GUFDDD,291.61,4,3.24508,9.42,0.20,2.35,-16.22,-3.37,en_exact,scheme_en + fund_en,2026-04-30,April 2026,11.2111,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
1112,YFLI,YF Life,萬通,MS,MASS Mandatory Provident Fund Scheme,萬全強制性公積金計劃,EQ_HK,Equity Fund - Hong Kong Equity Fund,股票基金 - 香港股票基金,Hong Kong Equities Fund,香港股票基金,,2007-03-19,YFLI-MS-HKEFD,557.06,6,1.37614,34.97,15.69,-17.97,-14.25,-12.20,en_exact,scheme_en + fund_en,2026-04-30,April 2026,16.6181,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
1113,YFLI,YF Life,萬通,MS,MASS Mandatory Provident Fund Scheme,萬全強制性公積金計劃,MM_MPFCON,Money Market Fund - MPF Conservative Fund,貨幣市場基金 - 強積金保守基金,MPF Conservative Fund,強積金保守基金,,2000-12-01,YFLI-MS-CVFDDD,694.61,1,0.87598,2.01,3.39,3.26,0.32,0.00,en_exact,scheme_en + fund_en,2026-04-30,April 2026,12.1403,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
1114,YFLI,YF Life,萬通,MS,MASS Mandatory Provident Fund Scheme,萬全強制性公積金計劃,EQ_US,Equity Fund - United States Equity Fund,股票基金 - 美國股票基金,US Equity Fund,美國股票基金,,2007-03-19,YFLI-MS-USEQFD,"1,117.80",5,1.04762,16.81,21.77,28.27,-36.96,16.10,en_exact,scheme_en + fund_en,2026-04-30,April 2026,49.2436,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
366,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,MIX_OTH,Mixed Assets Fund - Uncategorized Mixed Asset Fund,混合資產基金 - 未分類混合資產基金,Manulife MPF 2025 Retirement Fund,宏利 MPF 2025 退休基金,,2011-02-21,MNLF-GS-25RTFD,813.42,4,1.07324,13.99,7.17,5.74,-19.25,1.84,en_exact,scheme_en + fund_en,2026-04-30,April 2026,17.651,,,3a,"4b, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
367,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,MIX_OTH,Mixed Assets Fund - Uncategorized Mixed Asset Fund,混合資產基金 - 未分類混合資產基金,Manulife MPF 2030 Retirement Fund,宏利 MPF 2030 退休基金,,2011-02-21,MNLF-GS-30RTFD,"1,499.23",5,1.06336,18.41,9.42,7.42,-21.24,3.57,en_exact,scheme_en + fund_en,2026-04-30,April 2026,20.476,,,3a,"4b, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
368,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,MIX_OTH,Mixed Assets Fund - Uncategorized Mixed Asset Fund,混合資產基金 - 未分類混合資產基金,Manulife MPF 2035 Retirement Fund,宏利 MPF 2035 退休基金,,2011-02-21,MNLF-GS-35RTFD,"1,728.84",5,1.05835,21.18,11.15,7.88,-22.23,4.63,en_exact,scheme_en + fund_en,2026-04-30,April 2026,22.119,,,3a,"4b, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
369,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,MIX_OTH,Mixed Assets Fund - Uncategorized Mixed Asset Fund,混合資產基金 - 未分類混合資產基金,Manulife MPF 2040 Retirement Fund,宏利 MPF 2040 退休基金,,2011-02-21,MNLF-GS-40RTFD,"1,513.98",5,1.06596,23.90,13.08,7.68,-22.81,5.10,en_exact,scheme_en + fund_en,2026-04-30,April 2026,23.198,,,3a,"4b, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
370,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,MIX_OTH,Mixed Assets Fund - Uncategorized Mixed Asset Fund,混合資產基金 - 未分類混合資產基金,Manulife MPF 2045 Retirement Fund,宏利 MPF 2045 退休基金,,2011-02-21,MNLF-GS-45RTFD,"2,636.22",5,1.04687,24.08,13.04,7.76,-22.74,5.26,en_exact,scheme_en + fund_en,2026-04-30,April 2026,23.442,,,3a,"4b, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
315,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,MIX_DIS_65,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,混合資產基金 - 預設投資策略-65歲後基金,Manulife MPF Age 65 Plus Fund,宏利 MPF 65歲後基金,,2017-04-01,MNLF-GS-A6PFD,"8,993.45",4,0.75640,5.79,3.09,7.16,-14.74,1.05,en_exact,scheme_en + fund_en,2026-04-30,April 2026,12.298,,,3a,"4b, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
351,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,MIX_81_100,Mixed Assets Fund - 81% to 100% Equity,混合資產基金 - 81% 至 100% 股票,Manulife MPF Aggressive Fund,宏利 MPF 進取基金,,2000-12-01,MNLF-GS-AVFDDD,"31,067.72",5,1.79078,22.01,9.61,8.00,-23.47,4.31,en_exact,scheme_en + fund_en,2026-04-30,April 2026,29.788,,,3a,"4b, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
363,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,EQ_GCHNA,Equity Fund - Greater China Equity Fund,股票基金 - 大中華股票基金,Manulife MPF China Value Fund,宏利 MPF 中華威力基金,,2006-02-01,MNLF-GS-CNVLFD,"38,884.63",6,1.97021,37.73,13.34,-8.09,-27.77,-10.44,en_exact,scheme_en + fund_en,2026-04-30,April 2026,38.239,,,3a,"4b, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
352,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,MM_MPFCON,Money Market Fund - MPF Conservative Fund,貨幣市場基金 - 強積金保守基金,Manulife MPF Conservative Fund,宏利 MPF 保守基金,,2000-12-01,MNLF-GS-CVFDDD,"23,231.91",1,0.76790,2.49,3.76,3.78,0.51,0.01,en_exact,scheme_en + fund_en,2026-04-30,April 2026,12.661,,,3a,"4b, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
314,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,MIX_DIS_CAF,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,混合資產基金 - 預設投資策略-核心累積基金,Manulife MPF Core Accumulation Fund,宏利 MPF 核心累積基金,,2017-04-01,MNLF-GS-CRACFD,"34,919.74",4,0.75345,13.75,9.63,14.23,-16.16,9.79,en_exact,scheme_en + fund_en,2026-04-30,April 2026,18.498,,,3a,"4b, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
356,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,EQ_EUR,Equity Fund - Europe Equity Fund,股票基金 - 歐洲股票基金,Manulife MPF European Equity Fund,宏利 MPF 歐洲股票基金,,2000-12-01,MNLF-GS-EUEQFD,"7,297.61",6,1.78999,14.83,-2.81,23.66,-31.12,27.29,en_exact,scheme_en + fund_en,2026-04-30,April 2026,18.401,,,3a,"4b, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
361,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,MIX_81_100,Mixed Assets Fund - 81% to 100% Equity,混合資產基金 - 81% 至 100% 股票,Manulife MPF Fidelity Growth Fund,宏利 MPF 增長基金,,2000-12-01,MNLF-GS-GWFDDD,"11,935.65",5,1.79740,20.01,9.70,4.16,-20.90,1.04,en_exact,scheme_en + fund_en,2026-04-30,April 2026,40.498,,,3a,"4b, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
362,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,MIX_41_60,Mixed Assets Fund - 41% to 60% Equity,混合資產基金 - 41% 至 60% 股票,Manulife MPF Fidelity Stable Growth Fund,宏利 MPF 富達平穩增長基金,,2003-09-01,MNLF-GS-STGWFD,"7,951.26",4,1.79073,12.90,3.99,3.96,-19.26,-1.57,en_exact,scheme_en + fund_en,2026-04-30,April 2026,25.466,,,3a,"4b, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
350,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,MIX_61_80,Mixed Assets Fund - 61% to 80% Equity,混合資產基金 - 61% 至 80% 股票,Manulife MPF Growth Fund,宏利 MPF 富達增長基金,,2003-09-01,MNLF-GS-GWFDDD,"22,711.99",5,1.78402,18.43,7.24,6.29,-21.44,2.38,en_exact,scheme_en + fund_en,2026-04-30,April 2026,26.842,,,3a,"4b, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
371,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,EQ_HK_IDX,Equity Fund - Hong Kong Equity Fund (Index Tracking),股票基金 - 香港股票基金（追蹤指數）,Manulife MPF Hang Seng Index ESG Fund,宏利 MPF 恒指ESG基金,,2012-04-23,MNLF-GS-HSIFD,"8,944.91",7,0.92494,31.02,11.13,-13.34,-13.21,-12.64,en_exact,scheme_en + fund_en,2026-04-30,April 2026,15.035,,,3a,"4b, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
364,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,EQ_OTH,Equity Fund - Uncategorized Equity Fund,股票基金 - 未分類股票基金,Manulife MPF Healthcare Fund,宏利 MPF 康健護理基金,,2008-04-02,MNLF-GS-HCFDDD,"49,869.17",5,1.91298,18.28,-1.55,3.95,-6.06,18.86,en_exact,scheme_en + fund_en,2026-04-30,April 2026,32.635,,,3a,"4b, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
