fund_id,trustee_id,trustee_en,trustee_zh,scheme_id,scheme_en,scheme_zh,fund_type_id,fund_type_en,fund_type_zh,fund_name_en,fund_name_zh,class,launch_date,fund_code,fund_size_hkd_m,risk_class,latest_fund_expense_ratio,calendar_year_return_2025,calendar_year_return_2024,calendar_year_return_2023,calendar_year_return_2022,calendar_year_return_2021,master_match_method,master_matched_on,snapshot_date,month_label,price_hkd,bid_price_hkd,offer_price_hkd,notes_en,notes_zh,source_file,price_match_method,price_matched_on
554,BCT,BCT,銀聯,BS,BCT Strategic MPF Scheme,BCT強積金策略計劃,EQ_HK_IDX,Equity Fund - Hong Kong Equity Fund (Index Tracking),股票基金 - 香港股票基金（追蹤指數）,Invesco Hang Seng Index Tracking Fund,景順恒指基金 - 單位類別A,_HK_IDX,2014-07-31,BCT-BS-HSIFDA,427.69,7,0.79266,30.34,21.79,-11.14,-13.17,-12.84,scheme_en_plus_fund_zh,scheme_en + fund_zh,2026-04-30,April 2026,13.7481,,,3a,"4a, 4c, 4d",consolidated_list_for_apr_26_read_only.xls,scheme_en_plus_fund_zh,scheme_en + fund_zh
550,BCT,BCT,銀聯,BS,BCT Strategic MPF Scheme,BCT強積金策略計劃,EQ_HK,Equity Fund - Hong Kong Equity Fund,股票基金 - 香港股票基金,Invesco Hong Kong and China Equity Fund,景順中港股票基金 - 單位類別H,_HK,2003-03-03,BCT-BS-HKCFDH,"2,063.31",7,1.12778,30.98,12.64,-19.88,-19.58,-18.54,scheme_en_plus_fund_zh,scheme_en + fund_zh,2026-04-30,April 2026,40.0317,,,3a,"4a, 4c, 4d",consolidated_list_for_apr_26_read_only.xls,scheme_en_plus_fund_zh,scheme_en + fund_zh
574,BCT,BCT,銀聯,BS,BCT Strategic MPF Scheme,BCT強積金策略計劃,MM_MPFCON,Money Market Fund - MPF Conservative Fund,貨幣市場基金 - 強積金保守基金,Invesco MPF Conservative Fund,景順強積金保守基金 - 單位類別H,_MPFCON,,BCT-BS-CVFDDH,"1,502.16",1,0.68831,2.30,3.61,3.57,0.42,0.00,scheme_en_plus_fund_zh,scheme_en + fund_zh,2026-04-30,April 2026,13.3113,,,3a,"4a, 4c, 4d",consolidated_list_for_apr_26_read_only.xls,scheme_en_plus_fund_zh,scheme_en + fund_zh
572,BCT,BCT,銀聯,BS,BCT Strategic MPF Scheme,BCT強積金策略計劃,BOND_RMB,Bond Fund - RMB Bond Fund,債券基金 - 人民幣債券基金,Invesco RMB Bond Fund,景順人民幣債券基金 - 單位類別H,ND_RMB,2013-03-06,BCT-BS-RMBDFH,248.62,3,1.12379,6.06,1.13,2.67,-5.33,2.34,scheme_en_plus_fund_zh,scheme_en + fund_zh,2026-04-30,April 2026,11.3496,,,3a,"4a, 4c, 4d",consolidated_list_for_apr_26_read_only.xls,scheme_en_plus_fund_zh,scheme_en + fund_zh
558,BCT,BCT,銀聯,BS,BCT Strategic MPF Scheme,BCT強積金策略計劃,EQ_US,Equity Fund - United States Equity Fund,股票基金 - 美國股票基金,Invesco US Index Tracking Fund,景順美國追蹤指數基金 - 單位類別A,_US,2023-06-09,BCT-BS-UITFDA,297.21,,1.04145,13.60,21.69,,,,scheme_en_plus_fund_zh,scheme_en + fund_zh,2026-04-30,April 2026,15.701,,,3a,"4a, 4c, 4d",consolidated_list_for_apr_26_read_only.xls,scheme_en_plus_fund_zh,scheme_en + fund_zh
601,BEA,BEA,東亞,IS,BEA (MPF) Industry Scheme,東亞（強積金）行業計劃,MIX_DIS_65,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,混合資產基金 - 預設投資策略-65歲後基金,BEA (Industry Scheme) Age 65 Plus Fund,東亞 (行業計劃) 65歲後基金,,2017-04-01,BEA-IS-SA6FD,"1,147.59",4,0.77571,5.95,3.42,7.57,-14.35,0.97,en_exact,scheme_en + fund_en,2026-04-30,April 2026,12.6859,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
602,BEA,BEA,東亞,IS,BEA (MPF) Industry Scheme,東亞（強積金）行業計劃,EQ_ASIA,Equity Fund - Asia Equity Fund,股票基金 - 亞洲股票基金,BEA (Industry Scheme) Asian Equity Fund,東亞 (行業計劃) 亞洲股票基金,,2012-01-31,BEA-IS-SAEFD,671.28,5,1.29050,33.14,14.05,4.75,-24.41,0.03,en_exact,scheme_en + fund_en,2026-04-30,April 2026,29.3758,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
603,BEA,BEA,東亞,IS,BEA (MPF) Industry Scheme,東亞（強積金）行業計劃,MIX_41_60,Mixed Assets Fund - 41% to 60% Equity,混合資產基金 - 41% 至 60% 股票,BEA (Industry Scheme) Balanced Fund,東亞 (行業計劃) 均衡基金,,2000-12-01,BEA-IS-SCBLFD,"1,948.03",4,1.34068,14.64,5.24,5.16,-17.27,-0.67,en_exact,scheme_en + fund_en,2026-04-30,April 2026,25.54,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
604,BEA,BEA,東亞,IS,BEA (MPF) Industry Scheme,東亞（強積金）行業計劃,MIX_DIS_CAF,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,混合資產基金 - 預設投資策略-核心累積基金,BEA (Industry Scheme) Core Accumulation Fund,東亞 (行業計劃) 核心累積基金,,2017-04-01,BEA-IS-SCAFD,"3,670.22",4,0.77687,12.45,11.36,14.63,-15.96,9.54,en_exact,scheme_en + fund_en,2026-04-30,April 2026,18.9328,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
605,BEA,BEA,東亞,IS,BEA (MPF) Industry Scheme,東亞（強積金）行業計劃,EQ_GCHNA,Equity Fund - Greater China Equity Fund,股票基金 - 大中華股票基金,BEA (Industry Scheme) Greater China Equity Fund,東亞 (行業計劃) 大中華股票基金,,2010-01-04,BEA-IS-SGCFD,980.22,6,1.29682,35.56,15.67,-6.94,-26.93,-4.43,en_exact,scheme_en + fund_en,2026-04-30,April 2026,24.9399,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
606,BEA,BEA,東亞,IS,BEA (MPF) Industry Scheme,東亞（強積金）行業計劃,MIX_61_80,Mixed Assets Fund - 61% to 80% Equity,混合資產基金 - 61% 至 80% 股票,BEA (Industry Scheme) Growth Fund,東亞 (行業計劃) 增長基金,,2000-12-01,BEA-IS-SCGWFD,"3,888.95",5,1.37183,19.60,8.48,5.62,-18.05,1.12,en_exact,scheme_en + fund_en,2026-04-30,April 2026,32.3906,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
607,BEA,BEA,東亞,IS,BEA (MPF) Industry Scheme,東亞（強積金）行業計劃,EQ_HK,Equity Fund - Hong Kong Equity Fund,股票基金 - 香港股票基金,BEA (Industry Scheme) Hong Kong Equity Fund,東亞 (行業計劃) 香港股票基金,,2010-01-04,BEA-IS-SHKFD,765.37,7,1.27899,34.21,16.63,-15.36,-24.51,-15.66,en_exact,scheme_en + fund_en,2026-04-30,April 2026,13.6541,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
608,BEA,BEA,東亞,IS,BEA (MPF) Industry Scheme,東亞（強積金）行業計劃,MM_MPFCON,Money Market Fund - MPF Conservative Fund,貨幣市場基金 - 強積金保守基金,BEA (Industry Scheme) MPF Conservative Fund,東亞 (行業計劃) 強積金保守基金,,2000-12-01,BEA-IS-SCCVFD,"3,986.72",1,0.80767,1.92,3.41,3.42,0.35,0.01,en_exact,scheme_en + fund_en,2026-04-30,April 2026,15.2679,,,"3a, 4a",4d,consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
609,BEA,BEA,東亞,IS,BEA (MPF) Industry Scheme,東亞（強積金）行業計劃,MM_OTH,Money Market Fund - Other than MPF Conservative Fund,貨幣市場基金 - 不包括強積金保守基金,BEA (Industry Scheme) RMB & HKD Money Market Fund,東亞 (行業計劃) 人民幣及港幣貨幣市場基金,,2012-07-03,BEA-IS-SRHFD,256.40,3,0.79088,4.30,0.14,1.10,-4.05,2.56,en_exact,scheme_en + fund_en,2026-04-30,April 2026,11.5556,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
610,BEA,BEA,東亞,IS,BEA (MPF) Industry Scheme,東亞（強積金）行業計劃,MIX_21_40,Mixed Assets Fund - 21% to 40% Equity,混合資產基金 - 21% 至 40% 股票,BEA (Industry Scheme) Stable Fund,東亞 (行業計劃) 平穩基金,,2000-12-01,BEA-IS-SCSTFD,"3,023.39",4,1.31067,10.11,2.09,4.49,-15.95,-2.33,en_exact,scheme_en + fund_en,2026-04-30,April 2026,21.1872,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
611,BEA,BEA,東亞,IS,BEA (MPF) Industry Scheme,東亞（強積金）行業計劃,EQ_CHN,Equity Fund - China Equity Fund,股票基金 - 中國股票基金,BEA China Tracker Fund,東亞中國追蹤指數基金,,2012-01-31,BEA-IS-CNTKFD,175.47,7,1.17257,24.59,29.45,-12.35,-16.54,-22.11,en_exact,scheme_en + fund_en,2026-04-30,April 2026,10.0308,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
612,BEA,BEA,東亞,IS,BEA (MPF) Industry Scheme,東亞（強積金）行業計劃,EQ_HK_IDX,Equity Fund - Hong Kong Equity Fund (Index Tracking),股票基金 - 香港股票基金（追蹤指數）,BEA Hong Kong Tracker Fund,東亞香港追蹤指數基金,,2012-01-31,BEA-IS-HKTFD,205.52,7,0.58317,30.51,21.97,-10.92,-12.99,-12.36,en_exact,scheme_en + fund_en,2026-04-30,April 2026,17.2215,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
613,BEA,BEA,東亞,MT,BEA (MPF) Master Trust Scheme,東亞（強積金）集成信託計劃,MIX_DIS_65,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,混合資產基金 - 預設投資策略-65歲後基金,BEA (MPF) Age 65 Plus Fund,東亞 (強積金) 65歲後基金,,2017-04-01,BEA-MT-A6PFD,"1,039.25",4,0.78021,5.95,3.42,7.59,-14.35,0.96,en_exact,scheme_en + fund_en,2026-04-30,April 2026,12.662,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
614,BEA,BEA,東亞,MT,BEA (MPF) Master Trust Scheme,東亞（強積金）集成信託計劃,EQ_ASIA,Equity Fund - Asia Equity Fund,股票基金 - 亞洲股票基金,BEA (MPF) Asian Equity Fund,東亞(強積金)亞洲股票基金,,2005-09-01,BEA-MT-ASEQFD,"1,524.02",5,1.31850,33.60,14.26,4.82,-24.86,-0.17,en_exact,scheme_en + fund_en,2026-04-30,April 2026,50.5007,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
615,BEA,BEA,東亞,MT,BEA (MPF) Master Trust Scheme,東亞（強積金）集成信託計劃,MIX_41_60,Mixed Assets Fund - 41% to 60% Equity,混合資產基金 - 41% 至 60% 股票,BEA (MPF) Balanced Fund,東亞 (強積金) 均衡基金,,2000-12-01,BEA-MT-BLFDDD,"1,840.89",4,1.34166,14.72,5.31,5.18,-17.30,-0.66,en_exact,scheme_en + fund_en,2026-04-30,April 2026,25.306,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
616,BEA,BEA,東亞,MT,BEA (MPF) Master Trust Scheme,東亞（強積金）集成信託計劃,MM_MPFCON,Money Market Fund - MPF Conservative Fund,貨幣市場基金 - 強積金保守基金,BEA (MPF) Conservative Fund,東亞 (強積金) 保守基金,,2000-12-01,BEA-MT-CVFDDD,"1,833.31",1,0.80857,1.94,3.38,3.40,0.35,-0.01,en_exact,scheme_en + fund_en,2026-04-30,April 2026,15.896,,,"3a, 4a",4d,consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
617,BEA,BEA,東亞,MT,BEA (MPF) Master Trust Scheme,東亞（強積金）集成信託計劃,MIX_DIS_CAF,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,混合資產基金 - 預設投資策略-核心累積基金,BEA (MPF) Core Accumulation Fund,東亞 (強積金) 核心累積基金,,2017-04-01,BEA-MT-CRACFD,"1,207.65",4,0.77948,12.45,11.35,14.64,-15.96,9.54,en_exact,scheme_en + fund_en,2026-04-30,April 2026,19.0021,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
618,BEA,BEA,東亞,MT,BEA (MPF) Master Trust Scheme,東亞（強積金）集成信託計劃,EQ_EUR,Equity Fund - Europe Equity Fund,股票基金 - 歐洲股票基金,BEA (MPF) European Equity Fund,東亞 (強積金) 歐洲股票基金,,2010-01-04,BEA-MT-EUEQFD,206.11,5,1.39690,28.40,1.61,15.56,-13.75,14.37,en_exact,scheme_en + fund_en,2026-04-30,April 2026,21.0927,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
619,BEA,BEA,東亞,MT,BEA (MPF) Master Trust Scheme,東亞（強積金）集成信託計劃,BOND_GLOB,Bond Fund - Global Bond Fund,債券基金 - 環球債券基金,BEA (MPF) Global Bond Fund,東亞(強積金)環球債券基金,,2005-09-01,BEA-MT-GLBDFD,356.18,4,1.05130,4.67,-2.70,3.85,-15.72,-5.43,en_exact,scheme_en + fund_en,2026-04-30,April 2026,11.0756,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
620,BEA,BEA,東亞,MT,BEA (MPF) Master Trust Scheme,東亞（強積金）集成信託計劃,EQ_GLOB,Equity Fund - Global Equity Fund,股票基金 - 環球股票基金,BEA (MPF) Global Equity Fund,東亞 (強積金) 環球股票基金,,2010-01-04,BEA-MT-GLEQFD,732.81,5,1.25072,18.21,18.07,20.67,-17.95,17.68,en_exact,scheme_en + fund_en,2026-04-30,April 2026,35.0078,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
621,BEA,BEA,東亞,MT,BEA (MPF) Master Trust Scheme,東亞（強積金）集成信託計劃,EQ_GCHNA,Equity Fund - Greater China Equity Fund,股票基金 - 大中華股票基金,BEA (MPF) Greater China Equity Fund,東亞 (強積金) 大中華股票基金,,2006-12-01,BEA-MT-GCEFD,"1,838.34",6,1.28586,35.62,16.30,-7.27,-26.84,-5.63,en_exact,scheme_en + fund_en,2026-04-30,April 2026,31.3393,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
622,BEA,BEA,東亞,MT,BEA (MPF) Master Trust Scheme,東亞（強積金）集成信託計劃,MIX_61_80,Mixed Assets Fund - 61% to 80% Equity,混合資產基金 - 61% 至 80% 股票,BEA (MPF) Growth Fund,東亞 (強積金) 增長基金,,2000-12-01,BEA-MT-GWFDDD,"3,910.12",5,1.37488,19.65,8.53,5.64,-18.12,1.10,en_exact,scheme_en + fund_en,2026-04-30,April 2026,31.4597,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
623,BEA,BEA,東亞,MT,BEA (MPF) Master Trust Scheme,東亞（強積金）集成信託計劃,EQ_HK,Equity Fund - Hong Kong Equity Fund,股票基金 - 香港股票基金,BEA (MPF) Hong Kong Equity Fund,東亞(強積金)香港股票基金,,2005-09-01,BEA-MT-HKEFD,"1,032.81",7,1.28325,34.19,16.65,-15.53,-24.51,-15.76,en_exact,scheme_en + fund_en,2026-04-30,April 2026,22.9634,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
624,BEA,BEA,東亞,MT,BEA (MPF) Master Trust Scheme,東亞（強積金）集成信託計劃,EQ_JPN,Equity Fund - Japan Equity Fund,股票基金 - 日本股票基金,BEA (MPF) Japan Equity Fund,東亞(強積金)日本股票基金,,2006-12-01,BEA-MT-JPEQFD,224.40,5,1.35966,23.71,13.77,21.72,-14.10,3.89,en_exact,scheme_en + fund_en,2026-04-30,April 2026,15.8631,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
625,BEA,BEA,東亞,MT,BEA (MPF) Master Trust Scheme,東亞（強積金）集成信託計劃,EQ_US,Equity Fund - United States Equity Fund,股票基金 - 美國股票基金,BEA (MPF) North American Equity Fund,東亞 (強積金) 北美股票基金,,2012-01-31,BEA-MT-NAEFD,"1,143.21",5,1.24901,16.82,20.50,23.07,-19.33,26.17,en_exact,scheme_en + fund_en,2026-04-30,April 2026,46.7818,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
626,BEA,BEA,東亞,MT,BEA (MPF) Master Trust Scheme,東亞（強積金）集成信託計劃,MM_OTH,Money Market Fund - Other than MPF Conservative Fund,貨幣市場基金 - 不包括強積金保守基金,BEA (MPF) RMB & HKD Money Market Fund,東亞 (強積金) 人民幣及港幣貨幣市場基金,,2012-07-03,BEA-MT-RHMFD,184.56,3,0.79543,4.19,0.43,1.17,-4.15,2.66,en_exact,scheme_en + fund_en,2026-04-30,April 2026,11.6147,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
627,BEA,BEA,東亞,MT,BEA (MPF) Master Trust Scheme,東亞（強積金）集成信託計劃,MIX_21_40,Mixed Assets Fund - 21% to 40% Equity,混合資產基金 - 21% 至 40% 股票,BEA (MPF) Stable Fund,東亞 (強積金) 平穩基金,,2000-12-01,BEA-MT-STFDDD,"1,866.20",4,1.31468,10.11,2.08,4.49,-16.00,-2.33,en_exact,scheme_en + fund_en,2026-04-30,April 2026,20.7688,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
628,BEA,BEA,東亞,MT,BEA (MPF) Master Trust Scheme,東亞（強積金）集成信託計劃,EQ_CHN,Equity Fund - China Equity Fund,股票基金 - 中國股票基金,BEA China Tracker Fund,東亞中國追蹤指數基金,,2012-01-31,BEA-MT-CNTKFD,170.41,7,1.19223,24.49,29.29,-12.44,-16.58,-22.21,en_exact,scheme_en + fund_en,2026-04-30,April 2026,9.703,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
629,BEA,BEA,東亞,MT,BEA (MPF) Master Trust Scheme,東亞（強積金）集成信託計劃,EQ_HK_IDX,Equity Fund - Hong Kong Equity Fund (Index Tracking),股票基金 - 香港股票基金（追蹤指數）,BEA Hong Kong Tracker Fund,東亞香港追蹤指數基金,,2012-01-31,BEA-MT-HKTFD,340.93,7,0.59660,30.54,21.80,-10.97,-13.11,-12.43,en_exact,scheme_en + fund_en,2026-04-30,April 2026,17.224,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
630,BEA,BEA,東亞,VS,BEA (MPF) Value Scheme,東亞（強積金）享惠計劃,MIX_DIS_65,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,混合資產基金 - 預設投資策略-65歲後基金,BEA Age 65 Plus Fund,東亞65歲後基金,,2017-04-01,BEA-VS-A6PFD,12.76,4,0.84302,5.92,3.31,7.51,-14.39,0.82,en_exact,scheme_en + fund_en,2026-04-30,April 2026,12.6435,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
631,BEA,BEA,東亞,VS,BEA (MPF) Value Scheme,東亞（強積金）享惠計劃,EQ_ASIA,Equity Fund - Asia Equity Fund,股票基金 - 亞洲股票基金,BEA Asian Equity Fund,東亞亞洲股票基金,,2012-10-25,BEA-VS-ASEQFD,17.09,5,0.97668,34.32,13.23,4.82,-24.21,-4.33,en_exact,scheme_en + fund_en,2026-04-30,April 2026,26.4814,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
632,BEA,BEA,東亞,VS,BEA (MPF) Value Scheme,東亞（強積金）享惠計劃,MIX_41_60,Mixed Assets Fund - 41% to 60% Equity,混合資產基金 - 41% 至 60% 股票,BEA Balanced Fund,東亞均衡基金,,2012-10-25,BEA-VS-BLFDDD,20.24,4,0.96420,16.92,6.39,6.45,-17.54,0.76,en_exact,scheme_en + fund_en,2026-04-30,April 2026,18.0208,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
633,BEA,BEA,東亞,VS,BEA (MPF) Value Scheme,東亞（強積金）享惠計劃,MIX_DIS_CAF,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,混合資產基金 - 預設投資策略-核心累積基金,BEA Core Accumulation Fund,東亞核心累積基金,,2017-04-01,BEA-VS-CRACFD,33.53,4,0.82147,12.38,11.31,14.58,-16.00,9.45,en_exact,scheme_en + fund_en,2026-04-30,April 2026,19.0836,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
634,BEA,BEA,東亞,VS,BEA (MPF) Value Scheme,東亞（強積金）享惠計劃,BOND_GLOB,Bond Fund - Global Bond Fund,債券基金 - 環球債券基金,BEA Global Bond Fund,東亞環球債券基金,,2012-10-25,BEA-VS-GLBDFD,8.90,4,0.92715,4.56,-3.39,3.72,-16.28,-5.92,en_exact,scheme_en + fund_en,2026-04-30,April 2026,9.5812,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
635,BEA,BEA,東亞,VS,BEA (MPF) Value Scheme,東亞（強積金）享惠計劃,EQ_GLOB,Equity Fund - Global Equity Fund,股票基金 - 環球股票基金,BEA Global Equity Fund,東亞環球股票基金,,2012-10-25,BEA-VS-GLEQFD,34.94,5,0.95234,18.19,18.59,21.00,-17.78,17.94,en_exact,scheme_en + fund_en,2026-04-30,April 2026,36.1766,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
636,BEA,BEA,東亞,VS,BEA (MPF) Value Scheme,東亞（強積金）享惠計劃,EQ_GCHNA,Equity Fund - Greater China Equity Fund,股票基金 - 大中華股票基金,BEA Greater China Equity Fund,東亞大中華股票基金,,2012-10-25,BEA-VS-GCEFD,34.51,6,0.96335,36.54,16.15,-6.61,-26.34,-3.90,en_exact,scheme_en + fund_en,2026-04-30,April 2026,27.8263,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
637,BEA,BEA,東亞,VS,BEA (MPF) Value Scheme,東亞（強積金）享惠計劃,MIX_61_80,Mixed Assets Fund - 61% to 80% Equity,混合資產基金 - 61% 至 80% 股票,BEA Growth Fund,東亞增長基金,,2012-10-25,BEA-VS-GWFDDD,29.93,5,0.97939,22.07,9.74,7.24,-18.74,2.99,en_exact,scheme_en + fund_en,2026-04-30,April 2026,21.6453,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
638,BEA,BEA,東亞,VS,BEA (MPF) Value Scheme,東亞（強積金）享惠計劃,EQ_HK_IDX,Equity Fund - Hong Kong Equity Fund (Index Tracking),股票基金 - 香港股票基金（追蹤指數）,BEA Hong Kong Tracker Fund,東亞香港追蹤指數基金,,2012-10-25,BEA-VS-HKTFD,23.53,7,0.69026,30.30,21.59,-11.12,-13.30,-12.59,en_exact,scheme_en + fund_en,2026-04-30,April 2026,15.6689,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
639,BEA,BEA,東亞,VS,BEA (MPF) Value Scheme,東亞（強積金）享惠計劃,MM_MPFCON,Money Market Fund - MPF Conservative Fund,貨幣市場基金 - 強積金保守基金,BEA MPF Conservative Fund,東亞強積金保守基金,,2012-10-25,BEA-VS-CVFDDD,30.93,1,0.78556,1.85,3.45,3.49,0.35,0.02,en_exact,scheme_en + fund_en,2026-04-30,April 2026,11.9507,,,"3a, 4a",4d,consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
640,BEA,BEA,東亞,VS,BEA (MPF) Value Scheme,東亞（強積金）享惠計劃,MIX_21_40,Mixed Assets Fund - 21% to 40% Equity,混合資產基金 - 21% 至 40% 股票,BEA Stable Fund,東亞平穩基金,,2012-10-25,BEA-VS-STFDDD,14.22,4,0.95500,12.11,3.05,5.67,-16.27,-1.38,en_exact,scheme_en + fund_en,2026-04-30,April 2026,14.5185,,,3a,"4a, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
701,BOCI,BOCIP,中銀,EC,BOC-Prudential Easy-Choice Mandatory Provident Fund Scheme,中銀保誠簡易強積金計劃,MIX_DIS_65,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,混合資產基金 - 預設投資策略-65歲後基金,BOC-Prudential Age 65 Plus Fund,中銀保誠65歲後基金,,2017-04-01,BOCI-EC-A6PFD,"2,094.08",4,0.76799,5.83,3.51,7.44,-14.69,1.06,en_exact,scheme_en + fund_en,2026-04-30,April 2026,12.4048,,,"3a, 4a","4c, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
702,BOCI,BOCIP,中銀,EC,BOC-Prudential Easy-Choice Mandatory Provident Fund Scheme,中銀保誠簡易強積金計劃,EQ_ASIA,Equity Fund - Asia Equity Fund,股票基金 - 亞洲股票基金,BOC-Prudential Asia Equity Fund,中銀保誠亞洲股票基金,,2006-10-03,BOCI-EC-ASEQFD,"5,194.64",5,1.70266,28.23,10.12,5.00,-16.96,0.22,en_exact,scheme_en + fund_en,2026-04-30,April 2026,26.0228,,,"3a, 4a","4c, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
703,BOCI,BOCIP,中銀,EC,BOC-Prudential Easy-Choice Mandatory Provident Fund Scheme,中銀保誠簡易強積金計劃,MIX_41_60,Mixed Assets Fund - 41% to 60% Equity,混合資產基金 - 41% 至 60% 股票,BOC-Prudential Balanced Fund,中銀保誠均衡基金,,2000-12-13,BOCI-EC-BLFDDD,"8,046.79",4,1.67227,16.69,3.81,5.60,-15.58,0.48,en_exact,scheme_en + fund_en,2026-04-30,April 2026,27.3102,,,"3a, 4a","4c, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
704,BOCI,BOCIP,中銀,EC,BOC-Prudential Easy-Choice Mandatory Provident Fund Scheme,中銀保誠簡易強積金計劃,BOND_GLOB,Bond Fund - Global Bond Fund,債券基金 - 環球債券基金,BOC-Prudential Bond Fund,中銀保誠債券基金,,2003-04-15,BOCI-EC-BDFDDD,"3,120.39",4,1.51145,5.16,-2.66,3.61,-16.70,-5.57,en_exact,scheme_en + fund_en,2026-04-30,April 2026,12.2884,,,"3a, 4a","4c, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
707,BOCI,BOCIP,中銀,EC,BOC-Prudential Easy-Choice Mandatory Provident Fund Scheme,中銀保誠簡易強積金計劃,EQ_HK_IDX,Equity Fund - Hong Kong Equity Fund (Index Tracking),股票基金 - 香港股票基金（追蹤指數）,BOC-Prudential CSI HK 100 Tracker Fund,中銀保誠中證香港100指數基金,,2012-09-03,BOCI-EC-CH1FD,"2,566.87",7,1.14744,32.44,20.54,-11.13,-16.43,-14.81,en_exact,scheme_en + fund_en,2026-04-30,April 2026,16.4464,,,"3a, 4a","4c, 4d",consolidated_list_for_apr_26_read_only.xls,en_exact,scheme_en + fund_en
