month_key,date_text,filename,url,source
2025-05,2025年5月30日,consolidated_list_for_may_25_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_may_25_read_only.xls,listing
2025-06,2025年6月30日,consolidated_list_for_jun_25_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_jun_25_read_only.xls,listing
2025-07,2025年7月31日,consolidated_list_for_jul_25_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_jul_25_read_only.xls,listing
2025-08,2025年8月29日,consolidated_list_for_aug_25_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_aug_25_read_only.xls,listing
2025-09,2025年9月30日,consolidated_list_for_sep_25_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_sep_25_read_only.xls,listing
2025-10,2025年10月31日,consolidated_list_for_oct_25_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_oct_25_read_only.xls,listing
2025-11,2025年11月28日,consolidated_list_for_nov_25_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_nov_25_read_only.xls,listing
2025-12,2025年12月31日,consolidated_list_for_dec_25_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_dec_25_read_only.xls,listing
2026-01,2026年1月30日,consolidated_list_for_jan_26_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_jan_26_read_only.xls,listing
2026-02,2026年2月27日,consolidated_list_for_feb_26_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_feb_26_read_only.xls,listing
2026-03,2026年3月31日,consolidated_list_for_mar_26_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_mar_26_read_only.xls,listing
2026-04,2026年4月30日,consolidated_list_for_apr_26_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_apr_26_read_only.xls,listing
