month_key,date_text,filename,url,source
2020-07,2020-07,consolidated_list_for_jul_20_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_jul_20_read_only.xls,probed
2020-08,2020-08,consolidated_list_for_aug_20_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_aug_20_read_only.xls,probed
2020-09,2020-09,consolidated_list_for_sep_20_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_sep_20_read_only.xls,probed
2020-10,2020-10,consolidated_list_for_oct_20_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_oct_20_read_only.xls,probed
2020-11,2020-11,consolidated_list_for_nov_20_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_nov_20_read_only.xls,probed
2020-12,2020-12,consolidated_list_for_dec_20_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_dec_20_read_only.xls,probed
2021-01,2021-01,consolidated_list_for_jan_21_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_jan_21_read_only.xls,probed
2021-02,2021-02,consolidated_list_for_feb_21_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_feb_21_read_only.xls,probed
2021-03,2021-03,consolidated_list_for_mar_21_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_mar_21_read_only.xls,probed
2021-04,2021-04,consolidated_list_for_apr_21_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_apr_21_read_only.xls,probed
2021-05,2021-05,consolidated_list_for_may_21_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_may_21_read_only.xls,probed
2021-06,2021-06,consolidated_list_for_jun_21_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_jun_21_read_only.xls,probed
2021-07,2021-07,consolidated_list_for_jul_21_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_jul_21_read_only.xls,probed
2021-08,2021-08,consolidated_list_for_aug_21_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_aug_21_read_only.xls,probed
2021-09,2021-09,consolidated_list_for_sep_21_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_sep_21_read_only.xls,probed
2021-10,2021-10,consolidated_list_for_oct_21_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_oct_21_read_only.xls,probed
2021-11,2021-11,consolidated_list_for_nov_21_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_nov_21_read_only.xls,probed
2021-12,2021-12,consolidated_list_for_dec_21_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_dec_21_read_only.xls,probed
2022-01,2022-01,consolidated_list_for_jan_22_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_jan_22_read_only.xls,probed
2022-02,2022-02,consolidated_list_for_feb_22_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_feb_22_read_only.xls,probed
2022-03,2022-03,consolidated_list_for_mar_22_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_mar_22_read_only.xls,probed
2022-04,2022-04,consolidated_list_for_apr_22_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_apr_22_read_only.xls,probed
2022-05,2022-05,consolidated_list_for_may_22_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_may_22_read_only.xls,probed
2022-06,2022-06,consolidated_list_for_jun_22_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_jun_22_read_only.xls,probed
2022-07,2022-07,consolidated_list_for_jul_22_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_jul_22_read_only.xls,probed
2022-08,2022-08,consolidated_list_for_aug_22_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_aug_22_read_only.xls,probed
2022-09,2022-09,consolidated_list_for_sep_22_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_sep_22_read_only.xls,probed
2022-10,2022-10,consolidated_list_for_oct_22_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_oct_22_read_only.xls,probed
2022-11,2022-11,consolidated_list_for_nov_22_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_nov_22_read_only.xls,probed
2022-12,2022-12,consolidated_list_for_dec_22_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_dec_22_read_only.xls,probed
2025-05,2025年5月30日,consolidated_list_for_may_25_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_may_25_read_only.xls,listing
2025-06,2025年6月30日,consolidated_list_for_jun_25_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_jun_25_read_only.xls,listing
2025-07,2025年7月31日,consolidated_list_for_jul_25_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_jul_25_read_only.xls,listing
2025-08,2025年8月29日,consolidated_list_for_aug_25_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_aug_25_read_only.xls,listing
2025-09,2025年9月30日,consolidated_list_for_sep_25_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_sep_25_read_only.xls,listing
2025-10,2025年10月31日,consolidated_list_for_oct_25_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_oct_25_read_only.xls,listing
2025-11,2025年11月28日,consolidated_list_for_nov_25_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_nov_25_read_only.xls,listing
2025-12,2025年12月31日,consolidated_list_for_dec_25_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_dec_25_read_only.xls,listing
2026-01,2026年1月30日,consolidated_list_for_jan_26_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_jan_26_read_only.xls,listing
2026-02,2026年2月27日,consolidated_list_for_feb_26_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_feb_26_read_only.xls,listing
2026-03,2026年3月31日,consolidated_list_for_mar_26_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_mar_26_read_only.xls,listing
2026-04,2026年4月30日,consolidated_list_for_apr_26_read_only.xls,https://www.mpfa.org.hk/-/media/files/information-centre/fund-information/monthly-fund-price/consolidated_list_for_apr_26_read_only.xls,listing
