fund_id,trustee_id,trustee_en,trustee_zh,scheme_id,scheme_en,scheme_zh,fund_type_id,fund_type_en,fund_type_zh,fund_name_en,fund_name_zh,class,launch_date
903,PRIN,PRIN,信安,SP,Principal MPF - Smart Plan,信安強積金—明智之選,MIX_81_100,Mixed Assets Fund - 81% to 100% Equity,混合資產基金 - 81% 至 100% 股票,Principal Growth Fund,信安增長基金,NA1,2000-12-01
904,PRIN,PRIN,信安,SP,Principal MPF - Smart Plan,信安強積金—明智之選,EQ_GCHNA,Equity Fund - Greater China Equity Fund,股票基金 - 大中華股票基金,Principal Dynamic Greater China Equity Fund,信安動力大中華股票基金,NA1,2012-08-13
905,PRIN,PRIN,信安,SP,Principal MPF - Smart Plan,信安強積金—明智之選,EQ_HK_IDX,Equity Fund - Hong Kong Equity Fund (Index Tracking),股票基金 - 香港股票基金（追蹤指數）,Principal - Hang Seng Index Tracking Fund,信安 - 恒指基金,NA1,2014-11-03
906,PRIN,PRIN,信安,SP,Principal MPF - Smart Plan,信安強積金—明智之選,EQ_GLOB,Equity Fund - Global Equity Fund,股票基金 - 環球股票基金,Principal Dynamic Global Equity Fund,信安動力環球股票基金,NA1,2000-12-01
907,PRIN,PRIN,信安,SP,Principal MPF - Smart Plan,信安強積金—明智之選,BOND_GLOB,Bond Fund - Global Bond Fund,債券基金 - 環球債券基金,Principal Dynamic Global Bond Fund,信安動力環球債券基金,NA1,2011-01-10
908,PRIN,PRIN,信安,SP,Principal MPF - Smart Plan,信安強積金—明智之選,MIX_21_40,Mixed Assets Fund - 21% to 40% Equity,混合資產基金 - 21% 至 40% 股票,Principal Stable Fund,信安平穩基金,NA1,2000-12-01
909,PRIN,PRIN,信安,SP,Principal MPF - Smart Plan,信安強積金—明智之選,MIX_DIS_65,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,混合資產基金 - 預設投資策略-65歲後基金,Principal Age 65 Plus Fund,信安65 歲後基金,NA1,2017-04-01
910,PRIN,PRIN,信安,SP,Principal MPF - Smart Plan,信安強積金—明智之選,MIX_61_80,Mixed Assets Fund - 61% to 80% Equity,混合資產基金 - 61% 至 80% 股票,Principal Balanced Fund,信安均衡基金,NA1,2000-12-01
911,PRIN,PRIN,信安,SP,Principal MPF - Smart Plan,信安強積金—明智之選,MIX_DIS_CAF,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,混合資產基金 - 預設投資策略-核心累積基金,Principal Core Accumulation Fund,信安核心累積基金,NA1,2017-04-01
912,PRIN,PRIN,信安,SP,Principal MPF - Smart Plan,信安強積金—明智之選,BOND_ASIA,Bond Fund - Asia Bond Fund,債券基金 - 亞洲債券基金,Principal Dynamic Asian Bond Fund,信安動力亞洲債券基金,NA1,2012-08-13
913,PRIN,PRIN,信安,SP,Principal MPF - Smart Plan,信安強積金—明智之選,MM_OTH,Money Market Fund - Other than MPF Conservative Fund,貨幣市場基金 - 不包括強積金保守基金,Principal Cash Fund,信安流動基金,NA1,2000-12-01
914,PRIN,PRIN,信安,SP,Principal MPF - Smart Plan,信安強積金—明智之選,EQ_ASIA,Equity Fund - Asia Equity Fund,股票基金 - 亞洲股票基金,Principal Dynamic Asia Pacific Equity Fund,信安動力亞太股票基金,NA1,2011-01-10
915,PRIN,PRIN,信安,SP,Principal MPF - Smart Plan,信安強積金—明智之選,MM_MPFCON,Money Market Fund - MPF Conservative Fund,貨幣市場基金 - 強積金保守基金,Principal - MPF Conservative Fund,信安 - 強積金保守基金,NA1,2000-12-01
916,PRIN,PRIN,信安,SI,Principal MPF - Simple Plan,信安強積金—易富之選,EQ_HK,Equity Fund - Hong Kong Equity Fund,股票基金 - 香港股票基金,Principal Dynamic Hong Kong Equity Fund,信安動力香港股票基金,NA1,2005-01-20
917,PRIN,PRIN,信安,SI,Principal MPF - Simple Plan,信安強積金—易富之選,MIX_61_80,Mixed Assets Fund - 61% to 80% Equity,混合資產基金 - 61% 至 80% 股票,Principal Balanced Fund,信安均衡基金,NA1,2005-01-20
918,PRIN,PRIN,信安,SI,Principal MPF - Simple Plan,信安強積金—易富之選,BOND_GLOB,Bond Fund - Global Bond Fund,債券基金 - 環球債券基金,Principal Dynamic Global Bond Fund,信安動力環球債券基金,NA1,2006-12-19
919,PRIN,PRIN,信安,SI,Principal MPF - Simple Plan,信安強積金—易富之選,EQ_GLOB,Equity Fund - Global Equity Fund,股票基金 - 環球股票基金,Principal Dynamic Global Equity Fund,信安動力環球股票基金,NA1,2006-12-19
920,PRIN,PRIN,信安,SI,Principal MPF - Simple Plan,信安強積金—易富之選,MM_MPFCON,Money Market Fund - MPF Conservative Fund,貨幣市場基金 - 強積金保守基金,Principal - MPF Conservative Fund,信安 - 強積金保守基金,NA1,2005-01-20
921,PRIN,PRIN,信安,SI,Principal MPF - Simple Plan,信安強積金—易富之選,EQ_ASIA,Equity Fund - Asia Equity Fund,股票基金 - 亞洲股票基金,Principal Dynamic Asia Pacific Equity Fund,信安動力亞太股票基金,NA1,2006-12-19
922,PRIN,PRIN,信安,SI,Principal MPF - Simple Plan,信安強積金—易富之選,MIX_DIS_CAF,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,混合資產基金 - 預設投資策略-核心累積基金,Principal Core Accumulation Fund,信安核心累積基金,NA1,2017-04-01
923,PRIN,PRIN,信安,SI,Principal MPF - Simple Plan,信安強積金—易富之選,MIX_81_100,Mixed Assets Fund - 81% to 100% Equity,混合資產基金 - 81% 至 100% 股票,Principal Growth Fund,信安增長基金,NA1,2005-01-20
924,PRIN,PRIN,信安,S8,Principal MPF Scheme Series 800,信安強積金計劃800系列,EQ_GLOB,Equity Fund - Global Equity Fund,股票基金 - 環球股票基金,Principal International Equity Fund,信安國際股票基金 - I類單位,I,2000-12-01
925,PRIN,PRIN,信安,S8,Principal MPF Scheme Series 800,信安強積金計劃800系列,BOND_GLOB,Bond Fund - Global Bond Fund,債券基金 - 環球債券基金,Principal International Bond Fund,信安國際債券基金 - D類單位,D,2000-12-01
926,PRIN,PRIN,信安,S8,Principal MPF Scheme Series 800,信安強積金計劃800系列,MIX_41_60,Mixed Assets Fund - 41% to 60% Equity,混合資產基金 - 41% 至 60% 股票,Principal Long Term Accumulation Fund,信安長線增值基金 - D類單位,D,2000-12-01
927,PRIN,PRIN,信安,S8,Principal MPF Scheme Series 800,信安強積金計劃800系列,MIX_21_40,Mixed Assets Fund - 21% to 40% Equity,混合資產基金 - 21% 至 40% 股票,Principal Stable Yield Fund,信安平穩回報基金 - D類單位,D,2000-12-01
928,PRIN,PRIN,信安,S8,Principal MPF Scheme Series 800,信安強積金計劃800系列,EQ_GLOB,Equity Fund - Global Equity Fund,股票基金 - 環球股票基金,Principal International Equity Fund,信安國際股票基金 - D類單位,D,2000-12-01
929,PRIN,PRIN,信安,S8,Principal MPF Scheme Series 800,信安強積金計劃800系列,BOND_GLOB,Bond Fund - Global Bond Fund,債券基金 - 環球債券基金,Principal International Bond Fund,信安國際債券基金 - I類單位,I,2000-12-01
930,PRIN,PRIN,信安,S8,Principal MPF Scheme Series 800,信安強積金計劃800系列,MIX_41_60,Mixed Assets Fund - 41% to 60% Equity,混合資產基金 - 41% 至 60% 股票,Principal Long Term Accumulation Fund,信安長線增值基金 - I類單位,I,2000-12-01
931,PRIN,PRIN,信安,S8,Principal MPF Scheme Series 800,信安強積金計劃800系列,EQ_HK_IDX,Equity Fund - Hong Kong Equity Fund (Index Tracking),股票基金 - 香港股票基金（追蹤指數）,Principal Hang Seng Index Tracking Fund,信安恒指基金 - N類單位,N,2012-02-01
932,PRIN,PRIN,信安,S8,Principal MPF Scheme Series 800,信安強積金計劃800系列,EQ_US,Equity Fund - United States Equity Fund,股票基金 - 美國股票基金,Principal US Equity Fund,信安美國股票基金 - I類單位,I,2000-12-01
933,PRIN,PRIN,信安,SI,Principal MPF - Simple Plan,信安強積金—易富之選,MIX_DIS_65,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,混合資產基金 - 預設投資策略-65歲後基金,Principal Age 65 Plus Fund,信安65 歲後基金,NA1,2017-04-01
934,PRIN,PRIN,信安,S8,Principal MPF Scheme Series 800,信安強積金計劃800系列,EQ_US,Equity Fund - United States Equity Fund,股票基金 - 美國股票基金,Principal US Equity Fund,信安美國股票基金 - D類單位,D,2000-12-01
935,PRIN,PRIN,信安,S8,Principal MPF Scheme Series 800,信安強積金計劃800系列,MIX_21_40,Mixed Assets Fund - 21% to 40% Equity,混合資產基金 - 21% 至 40% 股票,Principal Stable Yield Fund,信安平穩回報基金 - I類單位,I,2000-12-01
936,PRIN,PRIN,信安,S8,Principal MPF Scheme Series 800,信安強積金計劃800系列,MM_OTH,Money Market Fund - Other than MPF Conservative Fund,貨幣市場基金 - 不包括強積金保守基金,Principal HK Dollar Savings Fund,信安港元儲蓄基金 - I類單位,I,2000-12-01
937,PRIN,PRIN,信安,S8,Principal MPF Scheme Series 800,信安強積金計劃800系列,BOND_HKD,Bond Fund - Hong Kong Dollar Bond Fund,債券基金 - 港元債券基金,Principal Hong Kong Bond Fund,信安香港債券基金 - N類單位,N,2012-02-01
938,PRIN,PRIN,信安,S8,Principal MPF Scheme Series 800,信安強積金計劃800系列,EQ_HK,Equity Fund - Hong Kong Equity Fund,股票基金 - 香港股票基金,Principal Hong Kong Equity Fund,信安香港股票基金 - I類單位,I,2006-09-01
939,PRIN,PRIN,信安,S8,Principal MPF Scheme Series 800,信安強積金計劃800系列,MIX_61_80,Mixed Assets Fund - 61% to 80% Equity,混合資產基金 - 61% 至 80% 股票,Principal Global Growth Fund,信安環球增長基金 - I類單位,I,2000-12-01
940,PRIN,PRIN,信安,S8,Principal MPF Scheme Series 800,信安強積金計劃800系列,EQ_HK,Equity Fund - Hong Kong Equity Fund,股票基金 - 香港股票基金,Principal Hong Kong Equity Fund,信安香港股票基金 - D類單位,D,2006-09-01
941,PRIN,PRIN,信安,S8,Principal MPF Scheme Series 800,信安強積金計劃800系列,MM_MPFCON,Money Market Fund - MPF Conservative Fund,貨幣市場基金 - 強積金保守基金,Principal MPF Conservative Fund,信安強積金保守基金 - N類單位,N,2000-12-01
942,PRIN,PRIN,信安,S8,Principal MPF Scheme Series 800,信安強積金計劃800系列,MM_OTH,Money Market Fund - Other than MPF Conservative Fund,貨幣市場基金 - 不包括強積金保守基金,Principal HK Dollar Savings Fund,信安港元儲蓄基金 - D類單位,D,2000-12-01
943,PRIN,PRIN,信安,S8,Principal MPF Scheme Series 800,信安強積金計劃800系列,MIX_61_80,Mixed Assets Fund - 61% to 80% Equity,混合資產基金 - 61% 至 80% 股票,Principal Global Growth Fund,信安環球增長基金 - D類單位,D,2000-12-01
944,PRIN,PRIN,信安,S8,Principal MPF Scheme Series 800,信安強積金計劃800系列,MIX_81_100,Mixed Assets Fund - 81% to 100% Equity,混合資產基金 - 81% 至 100% 股票,Principal Aggressive Strategy Fund,信安進取策略基金 - D類單位,D,2020-10-22
945,PRIN,PRIN,信安,S8,Principal MPF Scheme Series 800,信安強積金計劃800系列,EQ_ASIA,Equity Fund - Asia Equity Fund,股票基金 - 亞洲股票基金,Principal Asian Equity Fund,信安亞洲股票基金 - D類單位,D,2000-12-01
946,PRIN,PRIN,信安,S8,Principal MPF Scheme Series 800,信安強積金計劃800系列,MIX_81_100,Mixed Assets Fund - 81% to 100% Equity,混合資產基金 - 81% 至 100% 股票,Principal Aggressive Strategy Fund,信安進取策略基金 - I類單位,I,2020-10-22
947,PRIN,PRIN,信安,S8,Principal MPF Scheme Series 800,信安強積金計劃800系列,EQ_ASIA,Equity Fund - Asia Equity Fund,股票基金 - 亞洲股票基金,Principal Asian Equity Fund,信安亞洲股票基金 - I類單位,I,2000-12-01
948,PRIN,PRIN,信安,S8,Principal MPF Scheme Series 800,信安強積金計劃800系列,MIX_DIS_65,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,混合資產基金 - 預設投資策略-65歲後基金,Principal Age 65 Plus Fund,信安65歲後基金 - N類單位,N,2017-04-01
949,PRIN,PRIN,信安,S8,Principal MPF Scheme Series 800,信安強積金計劃800系列,BOND_ASIA,Bond Fund - Asia Bond Fund,債券基金 - 亞洲債券基金,Principal Asian Bond Fund,信安亞洲債券基金 - N類單位,N,2020-10-22
950,PRIN,PRIN,信安,S8,Principal MPF Scheme Series 800,信安強積金計劃800系列,MIX_DIS_CAF,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,混合資產基金 - 預設投資策略-核心累積基金,Principal Core Accumulation Fund,信安核心累積基金 - N類單位,N,2017-04-01
951,PRIN,PRIN,信安,S8,Principal MPF Scheme Series 800,信安強積金計劃800系列,EQ_CHN,Equity Fund - China Equity Fund,股票基金 - 中國股票基金,Principal China Equity Fund,信安中國股票基金 - D類單位,D,2007-08-01
952,PRIN,PRIN,信安,S8,Principal MPF Scheme Series 800,信安強積金計劃800系列,EQ_CHN,Equity Fund - China Equity Fund,股票基金 - 中國股票基金,Principal China Equity Fund,信安中國股票基金 - I類單位,I,2007-08-01
501,BCT,BCT,銀聯,PC,BCT (MPF) Pro Choice,BCT積金之選,#REF!,#REF!,#REF!,BCT (Pro) China and Hong Kong Equity Fund,BCT中國及香港股票基金,,2008-01-01
502,BCT,BCT,銀聯,PC,BCT (MPF) Pro Choice,BCT積金之選,EQ_ASIA,Equity Fund - Asia Equity Fund,股票基金 - 亞洲股票基金,BCT (Pro) Asian Equity Fund,BCT亞洲股票基金,,2004-05-01
503,BCT,BCT,銀聯,PC,BCT (MPF) Pro Choice,BCT積金之選,EQ_EUR,Equity Fund - Europe Equity Fund,股票基金 - 歐洲股票基金,BCT (Pro) European Equity Fund,BCT歐洲股票基金,,2008-01-01
504,BCT,BCT,銀聯,PC,BCT (MPF) Pro Choice,BCT積金之選,EQ_GLOB,Equity Fund - Global Equity Fund,股票基金 - 環球股票基金,BCT (Pro) Global Equity Fund,BCT環球股票基金,,2002-10-01
505,BCT,BCT,銀聯,PC,BCT (MPF) Pro Choice,BCT積金之選,EQ_HK_IDX,Equity Fund - Hong Kong Equity Fund (Index Tracking),股票基金 - 香港股票基金（追蹤指數）,BCT (Pro) Hang Seng Index Tracking Fund,BCT恒指基金,,2009-10-01
506,BCT,BCT,銀聯,PC,BCT (MPF) Pro Choice,BCT積金之選,EQ_US,Equity Fund - United States Equity Fund,股票基金 - 美國股票基金,BCT (Pro) U.S. Equity Fund,BCT美國股票基金,,2021-11-23
507,BCT,BCT,銀聯,PC,BCT (MPF) Pro Choice,BCT積金之選,EQ_GCHNA,Equity Fund - Greater China Equity Fund,股票基金 - 大中華股票基金,BCT (Pro) Greater China Equity Fund,BCT大中華股票基金,,2012-06-28
508,BCT,BCT,銀聯,PC,BCT (MPF) Pro Choice,BCT積金之選,EQ_GLOB,Equity Fund - Global Equity Fund,股票基金 - 環球股票基金,BCT (Pro) World Equity Fund,BCT世界股票基金,,2012-06-28
509,BCT,BCT,銀聯,PC,BCT (MPF) Pro Choice,BCT積金之選,MIX_OTH,Mixed Assets Fund - Uncategorized Mixed Asset Fund,混合資產基金 - 未分類混合資產基金,BCT (Pro) SaveEasy 2050 Fund,BCT儲蓄易2050 基金,,2021-11-23
510,BCT,BCT,銀聯,PC,BCT (MPF) Pro Choice,BCT積金之選,MIX_OTH,Mixed Assets Fund - Uncategorized Mixed Asset Fund,混合資產基金 - 未分類混合資產基金,BCT (Pro) SaveEasy 2045 Fund,BCT儲蓄易2045 基金,,2021-11-23
511,BCT,BCT,銀聯,PC,BCT (MPF) Pro Choice,BCT積金之選,MIX_OTH,Mixed Assets Fund - Uncategorized Mixed Asset Fund,混合資產基金 - 未分類混合資產基金,BCT (Pro) SaveEasy 2040 Fund,BCT儲蓄易2040 基金,,2008-10-27
512,BCT,BCT,銀聯,PC,BCT (MPF) Pro Choice,BCT積金之選,MIX_OTH,Mixed Assets Fund - Uncategorized Mixed Asset Fund,混合資產基金 - 未分類混合資產基金,BCT (Pro) SaveEasy 2035 Fund,BCT儲蓄易2035 基金,,2008-10-27
513,BCT,BCT,銀聯,PC,BCT (MPF) Pro Choice,BCT積金之選,MIX_OTH,Mixed Assets Fund - Uncategorized Mixed Asset Fund,混合資產基金 - 未分類混合資產基金,BCT (Pro) SaveEasy 2030 Fund,BCT儲蓄易2030 基金,,2008-10-27
514,BCT,BCT,銀聯,PC,BCT (MPF) Pro Choice,BCT積金之選,MIX_OTH,Mixed Assets Fund - Uncategorized Mixed Asset Fund,混合資產基金 - 未分類混合資產基金,BCT (Pro) SaveEasy 2025 Fund,BCT儲蓄易2025 基金,,2008-10-27
515,BCT,BCT,銀聯,PC,BCT (MPF) Pro Choice,BCT積金之選,MIX_81_100,Mixed Assets Fund - 81% to 100% Equity,混合資產基金 - 81% 至 100% 股票,BCT (Pro) E90 Mixed Asset Fund,BCT E90 混合資產基金,,2008-10-27
516,BCT,BCT,銀聯,PC,BCT (MPF) Pro Choice,BCT積金之選,MIX_61_80,Mixed Assets Fund - 61% to 80% Equity,混合資產基金 - 61% 至 80% 股票,BCT (Pro) E70 Mixed Asset Fund,BCT E70 混合資產基金,,2000-12-01
517,BCT,BCT,銀聯,PC,BCT (MPF) Pro Choice,BCT積金之選,MIX_41_60,Mixed Assets Fund - 41% to 60% Equity,混合資產基金 - 41% 至 60% 股票,BCT (Pro) E50 Mixed Asset Fund,BCT E50 混合資產基金,,2000-12-01
518,BCT,BCT,銀聯,PC,BCT (MPF) Pro Choice,BCT積金之選,MIX_21_40,Mixed Assets Fund - 21% to 40% Equity,混合資產基金 - 21% 至 40% 股票,BCT (Pro) E30 Mixed Asset Fund,BCT E30 混合資產基金,,2000-12-01
519,BCT,BCT,銀聯,PC,BCT (MPF) Pro Choice,BCT積金之選,MIX_OTH,Mixed Assets Fund - Uncategorized Mixed Asset Fund,混合資產基金 - 未分類混合資產基金,BCT (Pro) Flexi Mixed Asset Fund,BCT靈活混合資產基金,,2005-08-01
520,BCT,BCT,銀聯,PC,BCT (MPF) Pro Choice,BCT積金之選,MIX_DIS_CAF,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,混合資產基金 - 預設投資策略-核心累積基金,BCT (Pro) Core Accumulation Fund,BCT核心累積基金,,2017-04-01
521,BCT,BCT,銀聯,PC,BCT (MPF) Pro Choice,BCT積金之選,MIX_DIS_65,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,混合資產基金 - 預設投資策略-65歲後基金,BCT (Pro) Age 65 Plus Fund,BCT65歲後基金,,2017-04-01
522,BCT,BCT,銀聯,PC,BCT (MPF) Pro Choice,BCT積金之選,MIX_OTH,Mixed Assets Fund - Uncategorized Mixed Asset Fund,混合資產基金 - 未分類混合資產基金,BCT (Pro) Asian Income Retirement Fund,BCT亞洲收益退休基金,,2022-04-25
523,BCT,BCT,銀聯,PC,BCT (MPF) Pro Choice,BCT積金之選,BOND_RMB,Bond Fund - RMB Bond Fund,債券基金 - 人民幣債券基金,BCT (Pro) RMB Bond Fund,BCT人民幣債券基金,,2013-03-04
524,BCT,BCT,銀聯,PC,BCT (MPF) Pro Choice,BCT積金之選,BOND_GLOB,Bond Fund - Global Bond Fund,債券基金 - 環球債券基金,BCT (Pro) Global Bond Fund,BCT環球債券基金,,2002-10-01
525,BCT,BCT,銀聯,PC,BCT (MPF) Pro Choice,BCT積金之選,BOND_HKD,Bond Fund - Hong Kong Dollar Bond Fund,債券基金 - 港元債券基金,BCT (Pro) Hong Kong Dollar Bond Fund,BCT港元債券基金,,2009-10-01
526,BCT,BCT,銀聯,PC,BCT (MPF) Pro Choice,BCT積金之選,MM_MPFCON,Money Market Fund - MPF Conservative Fund,貨幣市場基金 - 強積金保守基金,BCT (Pro) MPF Conservative Fund,BCT強積金保守基金,,2000-12-01
530,BCT,BCT,銀聯,IC,BCT (MPF) Industry Choice,BCT（強積金）行業計劃,EQ_HK,Equity Fund - Hong Kong Equity Fund,股票基金 - 香港股票基金,BCT (Industry) China and Hong Kong Equity Fund,BCT（行業）中國及香港股票基金,,2002-10-01
531,BCT,BCT,銀聯,IC,BCT (MPF) Industry Choice,BCT（強積金）行業計劃,EQ_ASIA,Equity Fund - Asia Equity Fund,股票基金 - 亞洲股票基金,BCT (Industry) Asian Equity Fund,BCT（行業）亞洲股票基金,,2004-05-01
532,BCT,BCT,銀聯,IC,BCT (MPF) Industry Choice,BCT（強積金）行業計劃,EQ_GLOB,Equity Fund - Global Equity Fund,股票基金 - 環球股票基金,BCT (Industry) Global Equity Fund,BCT（行業）環球股票基金,,2002-10-01
533,BCT,BCT,銀聯,IC,BCT (MPF) Industry Choice,BCT（強積金）行業計劃,MIX_61_80,Mixed Assets Fund - 61% to 80% Equity,混合資產基金 - 61% 至 80% 股票,BCT (Industry) E70 Mixed Asset Fund,BCT（行業）E70 混合資產基金,,2000-12-01
534,BCT,BCT,銀聯,IC,BCT (MPF) Industry Choice,BCT（強積金）行業計劃,MIX_41_60,Mixed Assets Fund - 41% to 60% Equity,混合資產基金 - 41% 至 60% 股票,BCT (Industry) E50 Mixed Asset Fund,BCT（行業）E50 混合資產基金,,2000-12-01
535,BCT,BCT,銀聯,IC,BCT (MPF) Industry Choice,BCT（強積金）行業計劃,MIX_21_40,Mixed Assets Fund - 21% to 40% Equity,混合資產基金 - 21% 至 40% 股票,BCT (Industry) E30 Mixed Asset Fund,BCT（行業）E30 混合資產基金,,2000-12-01
536,BCT,BCT,銀聯,IC,BCT (MPF) Industry Choice,BCT（強積金）行業計劃,MIX_OTH,Mixed Assets Fund - Uncategorized Mixed Asset Fund,混合資產基金 - 未分類混合資產基金,BCT (Industry) Flexi Mixed Asset Fund,BCT（行業）靈活混合資產基金,,2005-08-01
537,BCT,BCT,銀聯,IC,BCT (MPF) Industry Choice,BCT（強積金）行業計劃,MIX_DIS_CAF,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,混合資產基金 - 預設投資策略-核心累積基金,BCT (Industry) Core Accumulation Fund,BCT（行業）核心累積基金,,2017-04-01
538,BCT,BCT,銀聯,IC,BCT (MPF) Industry Choice,BCT（強積金）行業計劃,MIX_DIS_65,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,混合資產基金 - 預設投資策略-65歲後基金,BCT (Industry) Age 65 Plus Fund,BCT（行業）65歲後基金,,2017-04-01
539,BCT,BCT,銀聯,IC,BCT (MPF) Industry Choice,BCT（強積金）行業計劃,BOND_RMB,Bond Fund - RMB Bond Fund,債券基金 - 人民幣債券基金,BCT (Industry) RMB Bond Fund,BCT（行業）人民幣債券基金,,2013-03-04
540,BCT,BCT,銀聯,IC,BCT (MPF) Industry Choice,BCT（強積金）行業計劃,BOND_GLOB,Bond Fund - Global Bond Fund,債券基金 - 環球債券基金,BCT (Industry) Global Bond Fund,BCT（行業）環球債券基金,,2002-10-01
541,BCT,BCT,銀聯,IC,BCT (MPF) Industry Choice,BCT（強積金）行業計劃,MM_MPFCON,Money Market Fund - MPF Conservative Fund,貨幣市場基金 - 強積金保守基金,BCT (Industry) MPF Conservative Fund,BCT（行業）強積金保守基金,,2000-12-01
550,BCT,BCT,銀聯,BS,BCT Strategic MPF Scheme,BCT強積金策略計劃,EQ_HK,Equity Fund - Hong Kong Equity Fund,股票基金 - 香港股票基金,Invesco Hong Kong and China Equity Fund,景順中港股票基金 - 單位類別H,_HK,2003-03-03
551,BCT,BCT,銀聯,BS,BCT Strategic MPF Scheme,BCT強積金策略計劃,EQ_HK,Equity Fund - Hong Kong Equity Fund,股票基金 - 香港股票基金,Invesco Hong Kong and China Equity Fund,景順中港股票基金 - 單位類別A,_HK,2003-03-05
552,BCT,BCT,銀聯,BS,BCT Strategic MPF Scheme,BCT強積金策略計劃,EQ_ASIA,Equity Fund - Asia Equity Fund,股票基金 - 亞洲股票基金,Invesco Asian Equity Fund,景順亞洲股票基金 - 單位類別A,_ASIA,2007-09-28
553,BCT,BCT,銀聯,BS,BCT Strategic MPF Scheme,BCT強積金策略計劃,EQ_ASIA,Equity Fund - Asia Equity Fund,股票基金 - 亞洲股票基金,Invesco Asian Equity Fund,景順亞洲股票基金 - 單位類別H,_ASIA,2007-10-03
554,BCT,BCT,銀聯,BS,BCT Strategic MPF Scheme,BCT強積金策略計劃,EQ_HK_IDX,Equity Fund - Hong Kong Equity Fund (Index Tracking),股票基金 - 香港股票基金（追蹤指數）,Invesco Hang Seng Index Tracking Fund,景順恒指基金 - 單位類別A,_HK_IDX,2014-07-31
555,BCT,BCT,銀聯,BS,BCT Strategic MPF Scheme,BCT強積金策略計劃,EQ_HK_IDX,Equity Fund - Hong Kong Equity Fund (Index Tracking),股票基金 - 香港股票基金（追蹤指數）,Invesco Hang Seng Index Tracking Fund,景順恒指基金 - 單位類別H,_HK_IDX,2014-07-31
556,BCT,BCT,銀聯,BS,BCT Strategic MPF Scheme,BCT強積金策略計劃,EQ_GLOB,Equity Fund - Global Equity Fund,股票基金 - 環球股票基金,Invesco Global Index Tracking Fund,景順環球追蹤指數基金 - 單位類別A,_GLOB,2023-06-09
557,BCT,BCT,銀聯,BS,BCT Strategic MPF Scheme,BCT強積金策略計劃,EQ_GLOB,Equity Fund - Global Equity Fund,股票基金 - 環球股票基金,Invesco Global Index Tracking Fund,景順環球追蹤指數基金 - 單位類別H,_GLOB,2023-06-09
558,BCT,BCT,銀聯,BS,BCT Strategic MPF Scheme,BCT強積金策略計劃,EQ_US,Equity Fund - United States Equity Fund,股票基金 - 美國股票基金,Invesco US Index Tracking Fund,景順美國追蹤指數基金 - 單位類別A,_US,2023-06-09
559,BCT,BCT,銀聯,BS,BCT Strategic MPF Scheme,BCT強積金策略計劃,EQ_US,Equity Fund - United States Equity Fund,股票基金 - 美國股票基金,Invesco US Index Tracking Fund,景順美國追蹤指數基金 - 單位類別H,_US,2023-06-09
560,BCT,BCT,銀聯,BS,BCT Strategic MPF Scheme,BCT強積金策略計劃,EQ_GLOB,Equity Fund - Global Equity Fund,股票基金 - 環球股票基金,Invesco Growth Fund,景順增長基金 - 單位類別H,_GLOB,
561,BCT,BCT,銀聯,BS,BCT Strategic MPF Scheme,BCT強積金策略計劃,EQ_GLOB,Equity Fund - Global Equity Fund,股票基金 - 環球股票基金,Invesco Growth Fund,景順增長基金 - 單位類別A,_GLOB,2000-12-28
562,BCT,BCT,銀聯,BS,BCT Strategic MPF Scheme,BCT強積金策略計劃,MIX_61_80,Mixed Assets Fund - 61% to 80% Equity,混合資產基金 - 61% 至 80% 股票,Invesco Balanced Fund,景順均衡基金 - 單位類別A,X_61_80,2001-01-29
563,BCT,BCT,銀聯,BS,BCT Strategic MPF Scheme,BCT強積金策略計劃,MIX_61_80,Mixed Assets Fund - 61% to 80% Equity,混合資產基金 - 61% 至 80% 股票,Invesco Balanced Fund,景順均衡基金 - 單位類別H,X_61_80,
564,BCT,BCT,銀聯,BS,BCT Strategic MPF Scheme,BCT強積金策略計劃,MIX_21_40,Mixed Assets Fund - 21% to 40% Equity,混合資產基金 - 21% 至 40% 股票,Invesco Capital Stable Fund,景順資本穩定基金 - 單位類別A,X_21_40,2001-01-29
565,BCT,BCT,銀聯,BS,BCT Strategic MPF Scheme,BCT強積金策略計劃,MIX_21_40,Mixed Assets Fund - 21% to 40% Equity,混合資產基金 - 21% 至 40% 股票,Invesco Capital Stable Fund,景順資本穩定基金 - 單位類別H,X_21_40,2001-02-12
566,BCT,BCT,銀聯,BS,BCT Strategic MPF Scheme,BCT強積金策略計劃,MIX_DIS_CAF,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,混合資產基金 - 預設投資策略-核心累積基金,Invesco Core Accumulation Fund,景順核心累積基金 - 單位類別H,X_DIS_CAF,2017-04-01
