scheme,constituent_fund,mpf_trustee,fund_type,launch_date,fund_size_hkd_m,risk_class,latest_fund_expense_ratio,calendar_year_return_2025,calendar_year_return_2024,calendar_year_return_2023,calendar_year_return_2022,calendar_year_return_2021,scheme_tc,constituent_fund_tc,mpf_trustee_tc,fund_type_tc,scheme_sc,constituent_fund_sc,mpf_trustee_sc,fund_type_sc,fund_code
Manulife RetireChoice (MPF) Scheme,Allianz Balanced Fund - Class A,BCT,Mixed Assets Fund - 61% to 80% Equity,2001-02-07,30.43,4,1.48865,20.54,7.78,4.91,-15.93,1.81,宏利退休精選（強積金）計劃,安聯均衡基金 - 單位A,銀聯信託,混合資產基金 - 61% 至 80% 股票,宏利退休精选（强积金）计划,"安联均衡基金
 - 单位A",银联信托,混合资产基金 - 61% to 80% 股票,BCT-RC-BLFDDA
Manulife RetireChoice (MPF) Scheme,Allianz Balanced Fund - Class B,BCT,Mixed Assets Fund - 61% to 80% Equity,2001-02-02,470.07,4,1.28960,20.78,8.00,5.12,-15.77,2.02,宏利退休精選（強積金）計劃,安聯均衡基金 - 單位B,銀聯信託,混合資產基金 - 61% 至 80% 股票,宏利退休精选（强积金）计划,"安联均衡基金
 - 单位B",银联信托,混合资产基金 - 61% to 80% 股票,BCT-RC-BLFDDB
Manulife RetireChoice (MPF) Scheme,Allianz Balanced Fund - Class T,BCT,Mixed Assets Fund - 61% to 80% Equity,2000-12-08,559.81,4,1.25924,20.81,8.03,5.15,-15.74,2.05,宏利退休精選（強積金）計劃,安聯均衡基金 - 單位T,銀聯信託,混合資產基金 - 61% 至 80% 股票,宏利退休精选（强积金）计划,"安联均衡基金
 - 单位T",银联信托,混合资产基金 - 61% to 80% 股票,BCT-RC-BLFDDT
Manulife RetireChoice (MPF) Scheme,Allianz Capital Stable Fund - Class A,BCT,Mixed Assets Fund - 21% to 40% Equity,2001-02-07,19.38,4,1.48301,11.22,2.00,4.33,-14.63,-1.55,宏利退休精選（強積金）計劃,安聯穩定資本基金 - 單位A,銀聯信託,混合資產基金 - 21% 至 40% 股票,宏利退休精选（强积金）计划,"安联稳定资本基金
 - 单位A",银联信托,混合资产基金 - 21% to 40% 股票,BCT-RC-KPSTFA
Manulife RetireChoice (MPF) Scheme,Allianz Capital Stable Fund - Class B,BCT,Mixed Assets Fund - 21% to 40% Equity,2001-02-02,231.73,4,1.28390,11.45,2.21,4.53,-14.46,-1.35,宏利退休精選（強積金）計劃,安聯穩定資本基金 - 單位B,銀聯信託,混合資產基金 - 21% 至 40% 股票,宏利退休精选（强积金）计划,"安联稳定资本基金
 - 单位B",银联信托,混合资产基金 - 21% to 40% 股票,BCT-RC-KPSTFB
Manulife RetireChoice (MPF) Scheme,Allianz Capital Stable Fund - Class T,BCT,Mixed Assets Fund - 21% to 40% Equity,2000-12-11,229.87,4,1.25383,11.48,2.24,4.57,-14.43,-1.32,宏利退休精選（強積金）計劃,安聯穩定資本基金 - 單位T,銀聯信託,混合資產基金 - 21% 至 40% 股票,宏利退休精选（强积金）计划,"安联稳定资本基金
 - 单位T",银联信托,混合资产基金 - 21% to 40% 股票,BCT-RC-KPSTFT
Manulife RetireChoice (MPF) Scheme,Allianz Flexi Balanced Fund - Class A,BCT,Mixed Assets Fund - Uncategorized Mixed Asset Fund,2004-08-31,14.20,3,1.44200,8.51,2.97,3.44,-7.39,5.56,宏利退休精選（強積金）計劃,安聯靈活均衡基金 - 單位A,銀聯信託,混合資產基金 - 未分類混合資產基金,宏利退休精选（强积金）计划,"安联灵活均衡基金
 - 单位A",银联信托,混合资产基金 - 未分类混合资产基金,BCT-RC-FLBLFA
Manulife RetireChoice (MPF) Scheme,Allianz Flexi Balanced Fund - Class B,BCT,Mixed Assets Fund - Uncategorized Mixed Asset Fund,2004-08-09,189.88,3,1.24273,8.72,3.18,3.65,-7.20,5.77,宏利退休精選（強積金）計劃,安聯靈活均衡基金 - 單位B,銀聯信託,混合資產基金 - 未分類混合資產基金,宏利退休精选（强积金）计划,"安联灵活均衡基金
 - 单位B",银联信托,混合资产基金 - 未分类混合资产基金,BCT-RC-FLBLFB
Manulife RetireChoice (MPF) Scheme,Allianz Flexi Balanced Fund - Class T,BCT,Mixed Assets Fund - Uncategorized Mixed Asset Fund,2004-08-09,184.65,3,1.21296,8.75,3.21,3.68,-7.18,5.81,宏利退休精選（強積金）計劃,安聯靈活均衡基金 - 單位T,銀聯信託,混合資產基金 - 未分類混合資產基金,宏利退休精选（强积金）计划,"安联灵活均衡基金
 - 单位T",银联信托,混合资产基金 - 未分类混合资产基金,BCT-RC-FLBLFT
Manulife RetireChoice (MPF) Scheme,Allianz Greater China Fund - Class A,BCT,Equity Fund - Greater China Equity Fund,2011-11-01,20.73,6,1.45942,36.84,12.20,-7.33,-23.10,-10.73,宏利退休精選（強積金）計劃,安聯大中華基金 - 單位A,銀聯信託,股票基金 - 大中華股票基金,宏利退休精选（强积金）计划,"安联大中华基金
 - 单位A",银联信托,股票基金 - 大中华股票基金,BCT-RC-GCCNFA
Manulife RetireChoice (MPF) Scheme,Allianz Greater China Fund - Class B,BCT,Equity Fund - Greater China Equity Fund,2011-10-04,347.23,6,1.25946,37.11,12.43,-7.14,-22.95,-10.55,宏利退休精選（強積金）計劃,安聯大中華基金 - 單位B,銀聯信託,股票基金 - 大中華股票基金,宏利退休精选（强积金）计划,"安联大中华基金
 - 单位B",银联信托,股票基金 - 大中华股票基金,BCT-RC-GCCNFB
Manulife RetireChoice (MPF) Scheme,Allianz Greater China Fund - Class T,BCT,Equity Fund - Greater China Equity Fund,2011-10-03,285.24,6,1.22967,37.15,12.46,-7.12,-22.93,-10.52,宏利退休精選（強積金）計劃,安聯大中華基金 - 單位T,銀聯信託,股票基金 - 大中華股票基金,宏利退休精选（强积金）计划,"安联大中华基金
 - 单位T",银联信托,股票基金 - 大中华股票基金,BCT-RC-GCCNFT
Manulife RetireChoice (MPF) Scheme,Allianz Growth Fund - Class A,BCT,Mixed Assets Fund - 81% to 100% Equity,2001-02-07,60.01,5,1.50370,25.30,10.75,5.41,-16.99,3.81,宏利退休精選（強積金）計劃,安聯增長基金 - 單位A,銀聯信託,混合資產基金 - 81% 至 100% 股票,宏利退休精选（强积金）计划,"安联增长基金
 - 单位A",银联信托,混合资产基金 - 81% to 100% 股票,BCT-RC-GWFDDA
Manulife RetireChoice (MPF) Scheme,Allianz Growth Fund - Class B,BCT,Mixed Assets Fund - 81% to 100% Equity,2001-02-02,973.51,5,1.30467,25.55,10.98,5.62,-16.83,4.02,宏利退休精選（強積金）計劃,安聯增長基金 - 單位B,銀聯信託,混合資產基金 - 81% 至 100% 股票,宏利退休精选（强积金）计划,"安联增长基金
 - 单位B",银联信托,混合资产基金 - 81% to 100% 股票,BCT-RC-GWFDDB
Manulife RetireChoice (MPF) Scheme,Allianz Growth Fund - Class T,BCT,Mixed Assets Fund - 81% to 100% Equity,2000-12-08,"1,043.38",5,1.27445,25.59,11.01,5.65,-16.80,4.05,宏利退休精選（強積金）計劃,安聯增長基金 - 單位T,銀聯信託,混合資產基金 - 81% 至 100% 股票,宏利退休精选（强积金）计划,"安联增长基金
 - 单位T",银联信托,混合资产基金 - 81% to 100% 股票,BCT-RC-GWFDDT
Manulife RetireChoice (MPF) Scheme,Allianz Hong Kong Fund - Class A,BCT,Equity Fund - Hong Kong Equity Fund,2004-08-31,44.10,6,1.41239,35.18,15.13,-17.95,-14.23,-12.10,宏利退休精選（強積金）計劃,安聯香港基金 - 單位A,銀聯信託,股票基金 - 香港股票基金,宏利退休精选（强积金）计划,"安联香港基金
 - 单位A",银联信托,股票基金 - 香港股票基金,BCT-RC-HKKCFA
Manulife RetireChoice (MPF) Scheme,Allianz Hong Kong Fund - Class B,BCT,Equity Fund - Hong Kong Equity Fund,2004-08-04,793.18,6,1.21324,35.45,15.36,-17.78,-14.06,-11.93,宏利退休精選（強積金）計劃,安聯香港基金 - 單位B,銀聯信託,股票基金 - 香港股票基金,宏利退休精选（强积金）计划,"安联香港基金
 - 单位B",银联信托,股票基金 - 香港股票基金,BCT-RC-HKKCFB
Manulife RetireChoice (MPF) Scheme,Allianz Hong Kong Fund - Class T,BCT,Equity Fund - Hong Kong Equity Fund,2004-08-04,693.12,6,1.18332,35.49,15.40,-17.76,-14.03,-11.90,宏利退休精選（強積金）計劃,安聯香港基金 - 單位T,銀聯信託,股票基金 - 香港股票基金,宏利退休精选（强积金）计划,"安联香港基金
 - 单位T",银联信托,股票基金 - 香港股票基金,BCT-RC-HKKCFT
Manulife RetireChoice (MPF) Scheme,Allianz MPF Age 65 Plus Fund - Class A,BCT,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,2017-04-01,5.96,4,0.74478,7.06,3.41,7.19,-15.07,0.75,宏利退休精選（強積金）計劃,安聯強積金65歲後基金 - 單位A,銀聯信託,混合資產基金 - 預設投資策略-65歲後基金,宏利退休精选（强积金）计划,"安联强积金65岁后基金
 - 单位A",银联信托,混合资产基金 - 预设投资策略-65岁后基金,BCT-RC-A6PFDA
Manulife RetireChoice (MPF) Scheme,Allianz MPF Age 65 Plus Fund - Class B,BCT,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,2017-04-01,132.56,4,0.74459,7.06,3.42,7.18,-15.08,0.76,宏利退休精選（強積金）計劃,安聯強積金65歲後基金 - 單位B,銀聯信託,混合資產基金 - 預設投資策略-65歲後基金,宏利退休精选（强积金）计划,"安联强积金65岁后基金
 - 单位B",银联信托,混合资产基金 - 预设投资策略-65岁后基金,BCT-RC-A6PFDB
Manulife RetireChoice (MPF) Scheme,Allianz MPF Age 65 Plus Fund - Class T,BCT,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,2017-04-01,148.24,4,0.74451,7.06,3.42,7.18,-15.08,0.76,宏利退休精選（強積金）計劃,安聯強積金65歲後基金 - 單位T,銀聯信託,混合資產基金 - 預設投資策略-65歲後基金,宏利退休精选（强积金）计划,"安联强积金65岁后基金
 - 单位T",银联信托,混合资产基金 - 预设投资策略-65岁后基金,BCT-RC-A6PFDT
Manulife RetireChoice (MPF) Scheme,Allianz MPF Conservative Fund - Class A,BCT,Money Market Fund - MPF Conservative Fund,2001-02-07,21.56,1,1.02664,1.82,3.28,2.92,0.30,0.00,宏利退休精選（強積金）計劃,安聯強積金保守基金 - 單位A,銀聯信託,貨幣市場基金 — 強積金保守基金,宏利退休精选（强积金）计划,"安联强积金保守基金
 - 单位A",银联信托,货币市场基金 — 强积金保守基金,BCT-RC-CVFDDA
Manulife RetireChoice (MPF) Scheme,Allianz MPF Conservative Fund - Class B,BCT,Money Market Fund - MPF Conservative Fund,2001-02-02,555.62,1,1.02656,1.82,3.28,2.94,0.30,0.00,宏利退休精選（強積金）計劃,安聯強積金保守基金 - 單位B,銀聯信託,貨幣市場基金 — 強積金保守基金,宏利退休精选（强积金）计划,"安联强积金保守基金
 - 单位B",银联信托,货币市场基金 — 强积金保守基金,BCT-RC-CVFDDB
Manulife RetireChoice (MPF) Scheme,Allianz MPF Conservative Fund - Class T,BCT,Money Market Fund - MPF Conservative Fund,2000-12-11,563.16,1,0.99646,1.85,3.31,3.04,0.30,0.00,宏利退休精選（強積金）計劃,安聯強積金保守基金 - 單位T,銀聯信託,貨幣市場基金 — 強積金保守基金,宏利退休精选（强积金）计划,"安联强积金保守基金
 - 单位T",银联信托,货币市场基金 — 强积金保守基金,BCT-RC-CVFDDT
Manulife RetireChoice (MPF) Scheme,Allianz MPF Core Accumulation Fund - Class A,BCT,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,2017-04-01,65.16,4,0.77134,14.79,10.95,13.99,-16.80,10.53,宏利退休精選（強積金）計劃,安聯強積金核心累積基金 - 單位A,銀聯信託,混合資產基金 - 預設投資策略-核心累積基金,宏利退休精选（强积金）计划,"安联强积金核心累积基金
 - 单位A",银联信托,混合资产基金 - 预设投资策略-核心累积基金,BCT-RC-CRACFA
Manulife RetireChoice (MPF) Scheme,Allianz MPF Core Accumulation Fund - Class B,BCT,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,2017-04-01,800.64,4,0.77151,14.79,10.95,14.01,-16.80,10.54,宏利退休精選（強積金）計劃,安聯強積金核心累積基金 - 單位B,銀聯信託,混合資產基金 - 預設投資策略-核心累積基金,宏利退休精选（强积金）计划,"安联强积金核心累积基金
 - 单位B",银联信托,混合资产基金 - 预设投资策略-核心累积基金,BCT-RC-CRACFB
Manulife RetireChoice (MPF) Scheme,Allianz MPF Core Accumulation Fund - Class T,BCT,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,2017-04-01,545.78,4,0.77162,14.79,10.95,14.01,-16.80,10.54,宏利退休精選（強積金）計劃,安聯強積金核心累積基金 - 單位T,銀聯信託,混合資產基金 - 預設投資策略-核心累積基金,宏利退休精选（强积金）计划,"安联强积金核心累积基金
 - 单位T",银联信托,混合资产基金 - 预设投资策略-核心累积基金,BCT-RC-CRACFT
Manulife RetireChoice (MPF) Scheme,Allianz Oriental Pacific Fund - Class A,BCT,Mixed Assets Fund - Uncategorized Mixed Asset Fund,2011-10-31,37.59,5,1.54078,33.58,1.14,13.87,-20.24,12.94,宏利退休精選（強積金）計劃,安聯東方太平洋基金 - 單位A,銀聯信託,混合資產基金 - 未分類混合資產基金,宏利退休精选（强积金）计划,"安联东方太平洋基金
 - 单位A",银联信托,混合资产基金 - 未分类混合资产基金,BCT-RC-OPPAFA
Manulife RetireChoice (MPF) Scheme,Allianz Oriental Pacific Fund - Class B,BCT,Mixed Assets Fund - Uncategorized Mixed Asset Fund,2011-10-04,290.47,5,1.34164,33.85,1.34,14.10,-20.08,13.17,宏利退休精選（強積金）計劃,安聯東方太平洋基金 - 單位B,銀聯信託,混合資產基金 - 未分類混合資產基金,宏利退休精选（强积金）计划,"安联东方太平洋基金
 - 单位B",银联信托,混合资产基金 - 未分类混合资产基金,BCT-RC-OPPAFB
Manulife RetireChoice (MPF) Scheme,Allianz Oriental Pacific Fund - Class T,BCT,Mixed Assets Fund - Uncategorized Mixed Asset Fund,2011-10-04,300.69,5,1.31193,33.89,1.37,14.13,-20.05,13.20,宏利退休精選（強積金）計劃,安聯東方太平洋基金 - 單位T,銀聯信託,混合資產基金 - 未分類混合資產基金,宏利退休精选（强积金）计划,"安联东方太平洋基金
 - 单位T",银联信托,混合资产基金 - 未分类混合资产基金,BCT-RC-OPPAFT
Manulife RetireChoice (MPF) Scheme,Allianz RMB Money Market Fund - Class A,BCT,Money Market Fund - Other than MPF Conservative Fund,2013-10-07,2.10,3,1.17769,4.28,-0.40,-0.14,-4.36,2.21,宏利退休精選（強積金）計劃,安聯人民幣貨幣市場基金 - 單位A,銀聯信託,貨幣市場基金 — 不包括強積金保守基金,宏利退休精选（强积金）计划,"安联人民币货币市场基金
 - 单位A",银联信托,货币市场基金 — 不包括强积金保守基金,BCT-RC-RMMFDA
Manulife RetireChoice (MPF) Scheme,Allianz RMB Money Market Fund - Class B,BCT,Money Market Fund - Other than MPF Conservative Fund,2013-10-04,66.82,3,1.17731,4.28,-0.40,-0.14,-4.36,2.20,宏利退休精選（強積金）計劃,安聯人民幣貨幣市場基金 - 單位B,銀聯信託,貨幣市場基金 — 不包括強積金保守基金,宏利退休精选（强积金）计划,"安联人民币货币市场基金
 - 单位B",银联信托,货币市场基金 — 不包括强积金保守基金,BCT-RC-RMMFDB
Manulife RetireChoice (MPF) Scheme,Allianz RMB Money Market Fund - Class T,BCT,Money Market Fund - Other than MPF Conservative Fund,2013-10-04,54.11,3,1.14738,4.31,-0.37,-0.11,-4.33,2.23,宏利退休精選（強積金）計劃,安聯人民幣貨幣市場基金 - 單位T,銀聯信託,貨幣市場基金 — 不包括強積金保守基金,宏利退休精选（强积金）计划,"安联人民币货币市场基金
 - 单位T",银联信托,货币市场基金 — 不包括强积金保守基金,BCT-RC-RMMFDT
Manulife RetireChoice (MPF) Scheme,Allianz Stable Growth Fund - Class A,BCT,Mixed Assets Fund - 41% to 60% Equity,2001-02-07,18.67,4,1.47955,16.02,4.91,4.66,-15.68,-0.06,宏利退休精選（強積金）計劃,安聯穩定增長基金 - 單位A,銀聯信託,混合資產基金 - 41% 至 60% 股票,宏利退休精选（强积金）计划,"安联稳定增长基金
 - 单位A",银联信托,混合资产基金 - 41% to 60% 股票,BCT-RC-STGWFA
Manulife RetireChoice (MPF) Scheme,Allianz Stable Growth Fund - Class B,BCT,Mixed Assets Fund - 41% to 60% Equity,2001-02-02,486.14,4,1.27991,16.25,5.12,4.88,-15.51,0.14,宏利退休精選（強積金）計劃,安聯穩定增長基金 - 單位B,銀聯信託,混合資產基金 - 41% 至 60% 股票,宏利退休精选（强积金）计划,"安联稳定增长基金
 - 单位B",银联信托,混合资产基金 - 41% to 60% 股票,BCT-RC-STGWFB
Manulife RetireChoice (MPF) Scheme,Allianz Stable Growth Fund - Class T,BCT,Mixed Assets Fund - 41% to 60% Equity,2000-12-08,482.39,4,1.25005,16.29,5.15,4.91,-15.49,0.17,宏利退休精選（強積金）計劃,安聯穩定增長基金 - 單位T,銀聯信託,混合資產基金 - 41% 至 60% 股票,宏利退休精选（强积金）计划,"安联稳定增长基金
 - 单位T",银联信托,混合资产基金 - 41% to 60% 股票,BCT-RC-STGWFT
MASS Mandatory Provident Fund Scheme,Age 65 Plus Fund,YF Life,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,2017-04-01,158.19,3,0.80245,7.09,3.83,8.36,-15.16,0.65,萬全強制性公積金計劃,65 歲後基金,萬通,混合資產基金 - 預設投資策略-65歲後基金,万全强制性公积金计划,"65 岁后基金
",万通,混合资产基金 - 预设投资策略-65岁后基金,YFLI-MS-A6PFD
MASS Mandatory Provident Fund Scheme,Asian Bond Fund,YF Life,Bond Fund - Asia Bond Fund,2003-03-17,319.06,4,1.49583,7.16,1.95,6.55,-13.47,-1.49,萬全強制性公積金計劃,亞洲債券基金,萬通,債券基金 - 亞洲債券基金,万全强制性公积金计划,"亚洲债券基金
",万通,债券基金 - 亚洲债券基金,YFLI-MS-ASBDFD
MASS Mandatory Provident Fund Scheme,Asian Pacific Equity Fund,YF Life,Equity Fund - Asia Equity Fund,2007-03-19,394.39,5,1.54849,30.27,10.38,4.04,-20.89,-3.90,萬全強制性公積金計劃,亞太股票基金,萬通,股票基金 - 亞洲股票基金,万全强制性公积金计划,"亚太股票基金
",万通,股票基金 - 亚洲股票基金,YFLI-MS-APEFD
MASS Mandatory Provident Fund Scheme,Core Accumulation Fund,YF Life,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,2017-04-01,486.06,4,0.79883,15.82,11.09,16.07,-16.56,9.99,萬全強制性公積金計劃,核心累積基金,萬通,混合資產基金 - 預設投資策略-核心累積基金,万全强制性公积金计划,"核心累积基金
",万通,混合资产基金 - 预设投资策略-核心累积基金,YFLI-MS-CRACFD
MASS Mandatory Provident Fund Scheme,European Equity Fund,YF Life,Equity Fund - Europe Equity Fund,2007-03-19,158.81,5,1.49470,30.13,4.15,20.83,-11.19,4.89,萬全強制性公積金計劃,歐洲股票基金,萬通,股票基金 - 歐洲股票基金,万全强制性公积金计划,"欧洲股票基金
",万通,股票基金 - 欧洲股票基金,YFLI-MS-EUEQFD
MASS Mandatory Provident Fund Scheme,Global Bond Fund,YF Life,Bond Fund - Global Bond Fund,2003-03-17,169.47,4,1.40505,7.14,-3.88,4.35,-13.57,-4.24,萬全強制性公積金計劃,環球債券基金,萬通,債券基金 - 環球債券基金,万全强制性公积金计划,"环球债券基金
",万通,债券基金 - 环球债券基金,YFLI-MS-GLBDFD
MASS Mandatory Provident Fund Scheme,Global Equity Fund,YF Life,Equity Fund - Global Equity Fund,2003-03-17,374.78,5,1.46915,19.98,15.15,22.03,-22.96,21.78,萬全強制性公積金計劃,環球證券基金,萬通,股票基金 - 環球股票基金,万全强制性公积金计划,"环球证券基金
",万通,股票基金 - 环球股票基金,YFLI-MS-GLEQFD
