source_file,snapshot_date,month_label,trustee_en,trustee_zh,scheme_en,scheme_zh,fund_en,fund_zh,price_hkd,bid_price_hkd,offer_price_hkd,notes_en,notes_zh
consolidated_list_for_apr_23_read_only.xls,2023-04-28,April 2023,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,Age 65 Plus Fund,65歲後基金,1.079,,,3a,"4b, 4d"
consolidated_list_for_apr_23_read_only.xls,2023-04-28,April 2023,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,American Fund,美洲基金,278.21,,,3a,"4b, 4d"
consolidated_list_for_apr_23_read_only.xls,2023-04-28,April 2023,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,Asian Bond Fund,亞洲債券基金,108.82,,,3a,"4b, 4d"
consolidated_list_for_apr_23_read_only.xls,2023-04-28,April 2023,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,Asian Equity Fund,亞洲股票基金,296.56,,,3a,"4b, 4d"
consolidated_list_for_apr_23_read_only.xls,2023-04-28,April 2023,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,Balanced Portfolio,均衡組合,211.9,,,3a,"4b, 4d"
consolidated_list_for_apr_23_read_only.xls,2023-04-28,April 2023,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,Capital Stable Portfolio,穩定資本組合,185.17,,,3a,"4b, 4d"
consolidated_list_for_apr_23_read_only.xls,2023-04-28,April 2023,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,China HK Dynamic Asset Allocation Fund,中港動態資產配置基金,97.08,,,3a,"4b, 4d"
consolidated_list_for_apr_23_read_only.xls,2023-04-28,April 2023,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,Core Accumulation Fund,核心累積基金,1.3173,,,3a,"4b, 4d"
consolidated_list_for_apr_23_read_only.xls,2023-04-28,April 2023,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,Eurasia Fund,亞歐基金,177.22,,,3a,"4b, 4d"
consolidated_list_for_apr_23_read_only.xls,2023-04-28,April 2023,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,European Equity Fund,歐洲股票基金,282.67,,,3a,"4b, 4d"
consolidated_list_for_apr_23_read_only.xls,2023-04-28,April 2023,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,Fidelity Capital Stable Fund,富達穩定資本基金,113.81,,,3a,"4b, 4d"
consolidated_list_for_apr_23_read_only.xls,2023-04-28,April 2023,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,Fidelity Growth Fund,富達增長基金,148.36,,,3a,"4b, 4d"
consolidated_list_for_apr_23_read_only.xls,2023-04-28,April 2023,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,Fidelity Stable Growth Fund,富達穩定增長基金,131.59,,,3a,"4b, 4d"
consolidated_list_for_apr_23_read_only.xls,2023-04-28,April 2023,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,Global Bond Fund,環球債券基金,109.78,,,3a,"4b, 4d"
consolidated_list_for_apr_23_read_only.xls,2023-04-28,April 2023,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,Greater China Equity Fund,大中華股票基金,251.54,,,3a,"4b, 4d"
consolidated_list_for_apr_23_read_only.xls,2023-04-28,April 2023,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,Green Fund,綠色退休基金,228.85,,,3a,"4b, 4d"
consolidated_list_for_apr_23_read_only.xls,2023-04-28,April 2023,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,Growth Portfolio,增長組合,276.09,,,3a,"4b, 4d"
consolidated_list_for_apr_23_read_only.xls,2023-04-28,April 2023,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,Guaranteed Portfolio,保證組合,,,,1.0,
consolidated_list_for_apr_23_read_only.xls,2023-04-28,April 2023,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,Hong Kong and China Fund,中港基金,130.27,,,3a,"4b, 4d"
consolidated_list_for_apr_23_read_only.xls,2023-04-28,April 2023,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,Manager's Choice Fund,基金經理精選退休基金,184.53,,,3a,"4b, 4d"
consolidated_list_for_apr_23_read_only.xls,2023-04-28,April 2023,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,MPF Conservative Fund,強積金保守基金,116.1,,,3a,"4b, 4d"
consolidated_list_for_apr_23_read_only.xls,2023-04-28,April 2023,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,North American Equity Fund,北美股票基金,331.08,,,3a,"4b, 4d"
consolidated_list_for_apr_23_read_only.xls,2023-04-28,April 2023,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,World Fund,全球基金,176.19,,,3a,"4b, 4d"
consolidated_list_for_apr_23_read_only.xls,2023-04-28,April 2023,Bank Consortium Trust Company Limited,銀聯信託有限公司,BCT (MPF) Industry Choice,BCT（強積金）行業計劃,BCT (Industry) Age 65 Plus Fund,BCT（行業）65歲後基金,1.0795,,,3a,"4b, 4e"
consolidated_list_for_apr_23_read_only.xls,2023-04-28,April 2023,Bank Consortium Trust Company Limited,銀聯信託有限公司,BCT (MPF) Industry Choice,BCT（強積金）行業計劃,BCT (Industry) Asian Equity Fund,BCT（行業）亞洲股票基金,3.4494,,,3a,"4b, 4e"
consolidated_list_for_apr_23_read_only.xls,2023-04-28,April 2023,Bank Consortium Trust Company Limited,銀聯信託有限公司,BCT (MPF) Industry Choice,BCT（強積金）行業計劃,BCT (Industry) Core Accumulation Fund,BCT（行業）核心累積基金,1.2937,,,3a,"4b, 4e"
consolidated_list_for_apr_23_read_only.xls,2023-04-28,April 2023,Bank Consortium Trust Company Limited,銀聯信託有限公司,BCT (MPF) Industry Choice,BCT（強積金）行業計劃,BCT (Industry) E30 Mixed Asset Fund,BCT（行業）E30 混合資產基金,1.8935,,,3a,"4b, 4e"
consolidated_list_for_apr_23_read_only.xls,2023-04-28,April 2023,Bank Consortium Trust Company Limited,銀聯信託有限公司,BCT (MPF) Industry Choice,BCT（強積金）行業計劃,BCT (Industry) E50 Mixed Asset Fund,BCT（行業）E50 混合資產基金,2.0366,,,3a,"4b, 4e"
consolidated_list_for_apr_23_read_only.xls,2023-04-28,April 2023,Bank Consortium Trust Company Limited,銀聯信託有限公司,BCT (MPF) Industry Choice,BCT（強積金）行業計劃,BCT (Industry) E70 Mixed Asset Fund,BCT（行業）E70 混合資產基金,2.1213,,,3a,"4b, 4e"
consolidated_list_for_apr_23_read_only.xls,2023-04-28,April 2023,Bank Consortium Trust Company Limited,銀聯信託有限公司,BCT (MPF) Industry Choice,BCT（強積金）行業計劃,BCT (Industry) Flexi Mixed Asset Fund,BCT（行業）靈活混合資產基金,1.6384,,,3a,"4b, 4e"
consolidated_list_for_apr_23_read_only.xls,2023-04-28,April 2023,Bank Consortium Trust Company Limited,銀聯信託有限公司,BCT (MPF) Industry Choice,BCT（強積金）行業計劃,BCT (Industry) Global Bond Fund,BCT（行業）環球債券基金,1.2784,,,3a,"4b, 4e"
consolidated_list_for_apr_23_read_only.xls,2023-04-28,April 2023,Bank Consortium Trust Company Limited,銀聯信託有限公司,BCT (MPF) Industry Choice,BCT（強積金）行業計劃,BCT (Industry) Global Equity Fund,BCT（行業）環球股票基金,3.1736,,,3a,"4b, 4e"
