source_file,snapshot_date,month_label,trustee_en,trustee_zh,scheme_en,scheme_zh,fund_en,fund_zh,price_hkd,bid_price_hkd,offer_price_hkd,notes_en,notes_zh
consolidated_list_for_jul_23_read_only.xls,2023-07-31,July 2023,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,Age 65 Plus Fund,65歲後基金,1.0792,,,3a,"4b, 4d"
consolidated_list_for_jul_23_read_only.xls,2023-07-31,July 2023,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,American Fund,美洲基金,304.67,,,3a,"4b, 4d"
consolidated_list_for_jul_23_read_only.xls,2023-07-31,July 2023,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,Asian Bond Fund,亞洲債券基金,107.67,,,3a,"4b, 4d"
consolidated_list_for_jul_23_read_only.xls,2023-07-31,July 2023,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,Asian Equity Fund,亞洲股票基金,317.92,,,3a,"4b, 4d"
consolidated_list_for_jul_23_read_only.xls,2023-07-31,July 2023,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,Balanced Portfolio,均衡組合,215.31,,,3a,"4b, 4d"
consolidated_list_for_jul_23_read_only.xls,2023-07-31,July 2023,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,Capital Stable Portfolio,穩定資本組合,185.88,,,3a,"4b, 4d"
consolidated_list_for_jul_23_read_only.xls,2023-07-31,July 2023,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,China HK Dynamic Asset Allocation Fund,中港動態資產配置基金,97.5,,,3a,"4b, 4d"
consolidated_list_for_jul_23_read_only.xls,2023-07-31,July 2023,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,Core Accumulation Fund,核心累積基金,1.3669,,,3a,"4b, 4d"
consolidated_list_for_jul_23_read_only.xls,2023-07-31,July 2023,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,Eurasia Fund,亞歐基金,182.21,,,3a,"4b, 4d"
consolidated_list_for_jul_23_read_only.xls,2023-07-31,July 2023,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,European Equity Fund,歐洲股票基金,286.83,,,3a,"4b, 4d"
consolidated_list_for_jul_23_read_only.xls,2023-07-31,July 2023,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,Global Bond Fund,環球債券基金,107.66,,,3a,"4b, 4d"
consolidated_list_for_jul_23_read_only.xls,2023-07-31,July 2023,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,Greater China Equity Fund,大中華股票基金,260.71,,,3a,"4b, 4d"
consolidated_list_for_jul_23_read_only.xls,2023-07-31,July 2023,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,Green Fund,綠色退休基金,248.24,,,3a,"4b, 4d"
consolidated_list_for_jul_23_read_only.xls,2023-07-31,July 2023,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,Growth Portfolio,增長組合,287.91,,,3a,"4b, 4d"
