source_file,snapshot_date,month_label,trustee_en,trustee_zh,scheme_en,scheme_zh,fund_en,fund_zh,price_hkd,bid_price_hkd,offer_price_hkd,notes_en,notes_zh
consolidated_list_for_dec_25_read_only.xls,2025-12-31,December 2025,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,Age 65 Plus Fund,65歲後基金,1.2122,,,3a,"4b, 4d"
consolidated_list_for_dec_25_read_only.xls,2025-12-31,December 2025,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,American Fund,美洲基金,449.02,,,3a,"4b, 4d"
consolidated_list_for_dec_25_read_only.xls,2025-12-31,December 2025,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,Asian Bond Fund,亞洲債券基金,120.06,,,3a,"4b, 4d"
consolidated_list_for_dec_25_read_only.xls,2025-12-31,December 2025,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,Asian Equity Fund,亞洲股票基金,454.18,,,3a,"4b, 4d"
consolidated_list_for_dec_25_read_only.xls,2025-12-31,December 2025,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,Balanced Portfolio,均衡組合,260.14,,,3a,"4b, 4d"
consolidated_list_for_dec_25_read_only.xls,2025-12-31,December 2025,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,Capital Stable Portfolio,穩定資本組合,214.89,,,3a,"4b, 4d"
consolidated_list_for_dec_25_read_only.xls,2025-12-31,December 2025,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,China HK Dynamic Asset Allocation Fund,中港動態資產配置基金,116.1,,,3a,"4b, 4d"
consolidated_list_for_dec_25_read_only.xls,2025-12-31,December 2025,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,Core Accumulation Fund,核心累積基金,1.7577,,,3a,"4b, 4d"
consolidated_list_for_dec_25_read_only.xls,2025-12-31,December 2025,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,Eurasia Fund,亞歐基金,246.41,,,3a,"4b, 4d"
consolidated_list_for_dec_25_read_only.xls,2025-12-31,December 2025,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,European Equity Fund,歐洲股票基金,399.62,,,3a,"4b, 4d"
consolidated_list_for_dec_25_read_only.xls,2025-12-31,December 2025,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,Global Bond Fund,環球債券基金,115.96,,,3a,"4b, 4d"
consolidated_list_for_dec_25_read_only.xls,2025-12-31,December 2025,AIA Company (Trustee) Limited,友邦 (信託) 有限公司,AIA MPF - Prime Value Choice,友邦強積金優選計劃,Greater China Equity Fund,大中華股票基金,357.71,,,3a,"4b, 4d"
